question_id;db_id;question;predicted_sql;latency_seconds;llm_model;embedding_model;method;timestamp
42;concert_singer;Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .;SELECT T2.name, T2.location FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_ID = T2.concert_ID WHERE T2.year IN (2014, 2015) GROUP BY T2.stadium_id HAVING COUNT(*) > 1;32.494;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:22.857095
43;concert_singer;What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?;SELECT T2.name, T2.location FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_ID = T2.concert_ID WHERE T2.year = 2014 INTERSECT SELECT T3.name, T3.location FROM singer_in_concert AS T4 JOIN concert AS T3 ON T4.concert_ID = T3.concert_ID WHERE T3.year = 2015;43.349;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:27.191952
44;concert_singer;Find the number of concerts happened in the stadium with the highest capacity .;SELECT COUNT(*) FROM singer_in_concert JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE Stadium_ID IN (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1);21.312;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:29.324207
45;concert_singer;What are the number of concerts that occurred in the stadium with the largest capacity ?;SELECT COUNT(*) FROM singer_in_concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1);12.679;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:30.592067
46;pets_1;Find the number of pets whose weight is heavier than 10 .;SELECT COUNT(*) FROM Has_Pet WHERE weight > 10;0.8962;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:31.488229
47;pets_1;How many pets have a greater weight than 10 ?;SELECT COUNT(*) FROM Has_Pet WHERE weight > 10;0.6601;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:32.149445
48;pets_1;Find the weight of the youngest dog .;SELECT weight FROM Pets WHERE PetType = 'dog' ORDER BY pet_age ASC LIMIT 1;0.9304;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:33.079851
49;pets_1;How much does the youngest dog weigh ?;SELECT MIN(weight) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'dog';14.779;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:34.558830
50;pets_1;Find the maximum weight for each type of pet . List the maximum weight and pet type .;SELECT MAX(weight) AS max_weight, PetType FROM Pets GROUP BY PetType;0.9144;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:35.474287
51;pets_1;List the maximum weight and type for each type of pet .;SELECT PetType, MAX(weight) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY PetType;14.481;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:36.922380
52;pets_1;Find number of pets owned by students who are older than 20 .;SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.Age > 20;16.353;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:38.557717
53;pets_1;How many pets are owned by students that have an age greater than 20 ?;SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.Age > 20;16.282;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:40.187034
54;pets_1;Find the number of dog pets that are raised by female students ( with sex F ) .;SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID WHERE T2.PetType = 'dog' AND T1.StuID IN (SELECT StuID FROM Student WHERE Sex = 'F');23.899;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:42.578017
55;pets_1;How many dog pets are raised by female students ?;SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID WHERE T2.PetType = 'Dog' AND T1.StuID IN (SELECT StuID FROM Student WHERE Sex = 'Female');24.157;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:44.994857
56;pets_1;Find the number of distinct type of pets .;SELECT COUNT(DISTINCT PetType) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID;1.34;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:46.335910
57;pets_1;How many different types of pet are there ?;SELECT COUNT(DISTINCT PetType) FROM Has_Pet;0.7672;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:47.104211
58;pets_1;Find the first name of students who have cat or dog pet .;SELECT Fname FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat' OR PetType = 'dog');14.526;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:48.557884
59;pets_1;What are the first names of every student who has a cat or dog as a pet ?;SELECT Fname FROM Student WHERE StuID IN (SELECT DISTINCT StuID FROM Has_Pet WHERE PetType = 'cat' OR PetType = 'dog');14.681;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:50.027005
60;pets_1;Find the first name of students who have both cat and dog pets .;SELECT Fname FROM Student WHERE StuID IN (SELECT DISTINCT StuID FROM Has_Pet WHERE PetType = 'cat' AND PetType = 'dog');16.377;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:51.665784
61;pets_1;What are the students ' first names who have both cats and dogs as pets ?;SELECT Fname FROM Student WHERE StuID IN (SELECT DISTINCT StuID FROM Has_Pet WHERE PetType = 'cat' AND PetType = 'dog');14.631;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:53.128854
62;pets_1;Find the major and age of students who do not have a cat pet .;SELECT Major, Age FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat');12.451;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:54.375073
63;pets_1;What major is every student who does not own a cat as a pet , and also how old are they ?;SELECT Student.Major, Student.Age FROM Student WHERE NOT EXISTS (SELECT * FROM Has_Pet WHERE PetType = 'Cat' AND StuID = Student.StuID);16.589;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:56.033986
64;pets_1;Find the id of students who do not have a cat pet .;SELECT DISTINCT StuID FROM Has_Pet WHERE PetType ! = 'cat';0.9356;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:56.970761
65;pets_1;What are the ids of the students who do not own cats as pets ?;SELECT DISTINCT Student.StuID FROM Has_Pet NATURAL JOIN Pets WHERE PetType ! = 'cat';1.216;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T18:59:58.186750
66;pets_1;Find the first name and age of students who have a dog but do not have a cat as a pet .;SELECT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'dog' AND PetID NOT IN (SELECT PetID FROM Has_Pet WHERE PetType = 'cat'));18.679;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:00.055683
67;pets_1;What is the first name of every student who has a dog but does not have a cat ?;SELECT Fname FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'dog' AND PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat'));18.355;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:01.892473
68;pets_1;Find the type and weight of the youngest pet .;SELECT PetType, weight FROM Pets WHERE PetID IN (SELECT PetID FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student ORDER BY Age ASC LIMIT 1));16.595;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:03.553115
69;pets_1;What type of pet is the youngest animal , and how much does it weigh ?;SELECT PetType, weight FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Has_Pet.StuID IN (SELECT StuID FROM Student ORDER BY Age ASC LIMIT 1);22.944;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:05.848651
70;pets_1;Find the id and weight of all pets whose age is older than 1 .;SELECT Pets.PetID, Pets.weight FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.pet_age > 1;21.892;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:08.037864
71;pets_1;What is the id and weight of every pet who is older than 1 ?;SELECT Pets.PetID, Pets.weight FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.pet_age > 1;17.143;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:09.752118
72;pets_1;Find the average and maximum age for each type of pet .;SELECT PetType, AVG(weight), MAX(pet_age) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY PetType;15.944;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:11.347573
73;pets_1;What is the average and maximum age for each pet type ?;SELECT PetType, AVG(weight), MAX(pet_age) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY PetType;18.913;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:13.240059
74;pets_1;Find the average weight for each pet type .;SELECT PetType, AVG(weight) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY PetType;13.775;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:14.618669
75;pets_1;What is the average weight for each type of pet ?;SELECT PetType, AVG(weight) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY PetType;16.512;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:16.270905
76;pets_1;Find the first name and age of students who have a pet .;SELECT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet);10.363;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:17.307195
77;pets_1;What are the different first names and ages of the students who do have pets ?;SELECT DISTINCT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet) ORDER BY Fname ASC, Age DESC;14.376;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:18.745895
78;pets_1;Find the id of the pet owned by student whose last name is ‘Smith’ .;SELECT PetID FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE LName = 'Smith');12.529;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:19.998757
79;pets_1;What is the id of the pet owned by the student whose last name is 'Smith ' ?;SELECT PetID FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE LName = 'Smith');11.141;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:21.112808
80;pets_1;Find the number of pets for each student who has any pet and student id .;SELECT COUNT(*) AS num_pets FROM Has_Pet WHERE StuID IN (SELECT StuID FROM Student) GROUP BY StuID;12.944;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:22.407209
81;pets_1;For students who have pets , how many pets does each student have ? list their ids instead of names .;SELECT T1.StuID, COUNT(*) AS num_pets FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID GROUP BY T1.StuID;24.191;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:24.826294
82;pets_1;Find the first name and gender of student who have more than one pet .;SELECT Fname, Sex FROM Student WHERE StuID IN (SELECT DISTINCT StuID FROM Has_Pet GROUP BY StuID HAVING COUNT(*) > 1);16.866;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:26.512847
83;pets_1;What is the first name and gender of the all the students who have more than one pet ?;SELECT Fname, Sex FROM Student WHERE StuID IN (SELECT DISTINCT StuID FROM Has_Pet GROUP BY StuID HAVING COUNT(*) > 1);19.109;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:28.423742
84;pets_1;Find the last name of the student who has a cat that is age 3 .;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat' AND pet_age = 3);13.563;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:29.780064
85;pets_1;What is the last name of the student who has a cat that is 3 years old ?;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat' AND pet_age = 3);13.693;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:31.150420
86;pets_1;Find the average age of students who do not have any pet .;SELECT AVG(T1.Age) FROM Student AS T1 LEFT JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IS NULL;18.173;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:32.968946
87;pets_1;What is the average age for all students who do not own any pets ?;SELECT AVG(Student.Age) FROM Student WHERE StuID NOT IN (SELECT DISTINCT StuID FROM Has_Pet);1.31;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:34.278995
88;employee_hire_evaluation;How many employees are there ?;SELECT COUNT(*) FROM employee;0.5709;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:34.851009
89;employee_hire_evaluation;Count the number of employees;SELECT COUNT(*) FROM employee;0.3537;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:35.205779
90;employee_hire_evaluation;Sort employee names by their age in ascending order .;SELECT Name FROM employee ORDER BY Age ASC;0.5177;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:35.724496
91;employee_hire_evaluation;List the names of employees and sort in ascending order of age .;SELECT Name FROM employee ORDER BY Age ASC;0.5898;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:36.314342
92;employee_hire_evaluation;What is the number of employees from each city ?;SELECT City, COUNT(*) FROM employee GROUP BY City;0.5621;codellama:7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T19:00:36.876419
