question_id,db_id,question,predicted_sql,latency_seconds,llm_model,embedding_model,method,timestamp
19,concert_singer,What is the name and capacity for the stadium with highest average attendance ?,"select name, capacity from stadium where average = (select max(average) from stadium)",0.6389,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:19.519037
20,concert_singer,What is the name and capacity for the stadium with the highest average attendance ?,"select name, capacity from stadium where average = (select max(average) from stadium)",0.6137,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:20.132718
21,concert_singer,How many concerts are there in year 2014 or 2015 ?,SELECT COUNT(*) FROM concert WHERE year = '2014' OR year = '2015',0.7413,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:20.875069
22,concert_singer,How many concerts occurred in 2014 or 2015 ?,select count(*) from concert where year = '2014' union select count(*) from concert where year = '2015',0.8256,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:21.700667
23,concert_singer,Show the stadium name and the number of concerts in each stadium .,"select t2.name, count(*) from concert as t1 join stadium as t2 on t1.stadium_id = t2.stadium_id group by t2.stadium_id",0.9777,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:22.679340
24,concert_singer,"For each stadium , how many concerts play there ?","select t2.name, count(*) from concert as t1 join stadium as t2 on t1.stadium_id = t2.stadium_id group by t2.name",0.9341,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:23.614512
25,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after .,"SELECT T3.name, T3.capacity FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN stadium AS T3 ON T2.stadium_id = T3.stadium_id WHERE T2.year > = 2014 GROUP BY T3.stadium_id ORDER BY COUNT(*) DESC LIMIT 1",1.691,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:25.305675
26,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2013 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1",1.3232,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:26.629865
27,concert_singer,Which year has most number of concerts ?,SELECT year FROM concert GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1,0.5827,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:27.213594
28,concert_singer,What is the year that had the most concerts ?,select year from concert group by year order by count(*) desc limit 1,0.5872,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:27.801595
29,concert_singer,Show the stadium names without any concert .,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),0.6058,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:28.407433
30,concert_singer,What are the names of the stadiums without any concerts ?,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),0.6148,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:29.022242
31,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from .,SELECT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30,0.755,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:29.777282
32,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014 .,SELECT name FROM stadium EXCEPT SELECT T2.name FROM singer_in_concert AS T1 JOIN concert AS T3 ON T1.concert_id = T3.concert_id JOIN stadium AS T2 ON T3.stadium_id = T2.stadium_id WHERE T3.year = 2014,1.4899,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:31.267190
33,concert_singer,What are the names of all stadiums that did not have a concert in 2014 ?,SELECT name FROM stadium EXCEPT SELECT T2.name FROM singer_in_concert AS T1 JOIN concert AS T3 ON T1.concert_id = T3.concert_id JOIN stadium AS T2 ON T3.stadium_id = T2.stadium_id WHERE T3.year = 2014,1.4731,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:32.740336
34,concert_singer,Show the name and theme for all concerts and the number of singers in each concert .,"select T1.concert_name, T1.theme, count(T2.singer_id) from concert as T1 join singer_in_concert as T2 on T1.concert_id = T2.concert_id group by T1.concert_id",1.2094,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:33.950718
35,concert_singer,"What are the names , themes , and number of singers for every concert ?","select T1.concert_name, T1.theme, count(T2.singer_id) from concert as T1 join singer_in_concert as T2 on T1.concert_id = T2.concert_id group by T1.concert_name, T1.theme",1.34,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:35.290696
36,concert_singer,List singer names and number of concerts for each singer .,"select s.name, count(c.concert_id) from singer as s join singer_in_concert as sic on s.singer_id = sic.singer_id join concert as c on sic.concert_id = c.concert_id group by s.singer_id",1.2667,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:36.558362
37,concert_singer,What are the names of the singers and number of concerts for each person ?,"select s.name, count(c.concert_id) from singer as s join singer_in_concert as sc on s.singer_id = sc.singer_id join concert as c on sc.concert_id = c.concert_id group by s.singer_id",1.2723,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:37.831206
38,concert_singer,List all singer names in concerts in year 2014 .,select s.name from singer as s join singer_in_concert as sc on s.singer_id = sc.singer_id join concert as c on sc.concert_id = c.concert_id where c.year = '2014',1.2158,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:39.046956
39,concert_singer,What are the names of the singers who performed in a concert in 2014 ?,SELECT T3.name FROM singer_in_concert AS T1 JOIN singer AS T3 ON T1.singer_id = T3.singer_id JOIN concert AS T2 ON T1.concert_id = T2.concert_id WHERE T2.year = '2014',1.3897,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:40.436643
40,concert_singer,what is the name and nation of the singer who have a song having 'Hey ' in its name ?,"SELECT s.name, s.country FROM singer AS s JOIN singer_in_concert AS sic ON s.singer_id = sic.singer_id JOIN concert AS c ON sic.concert_id = c.concert_id WHERE s.song_name LIKE '%Hey '",1.2435,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:41.680250
41,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?,"select name, country from singer where song_name like '%hey '",0.558,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:42.239484
42,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .,"SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014 INTERSECT SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2015",1.8779,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:44.117355
43,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?,"SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014 INTERSECT SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2015",1.8791,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:45.997324
44,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert as T1 join stadium as T2 on T1.stadium_id = T2.stadium_id where T2.capacity = (select max(capacity) from stadium),1.0656,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:47.064115
45,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,select count(*) from concert as T1 join stadium as T2 on T1.stadium_id = T2.stadium_id where T2.capacity = (select max(capacity) from stadium),1.0715,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:48.135596
46,pets_1,Find the number of pets whose weight is heavier than 10 .,select count(*) from has_pet as T1 join pets as T2 on T1.petid = T2.petid where T2.weight > 10,1.0199,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:49.156528
47,pets_1,How many pets have a greater weight than 10 ?,select count(*) from has_pet as T1 join pets as T2 on T1.petid = T2.petid where T2.weight > 10,0.9451,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:50.101591
48,pets_1,Find the weight of the youngest dog .,select weight from pets where pettype = 'dog' intersect select weight from pets where pettype = 'dog' order by pet_age asc limit 1,0.9037,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:51.005274
49,pets_1,How much does the youngest dog weigh ?,select weight from pets where pettype = 'dog' intersect select weight from pets where pettype = 'dog' order by pet_age asc limit 1,0.8958,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:51.902082
50,pets_1,Find the maximum weight for each type of pet . List the maximum weight and pet type .,"select max(p.weight), p.pettype from pets as p group by p.pettype",0.6806,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:52.582693
51,pets_1,List the maximum weight and type for each type of pet .,"SELECT MAX(p.weight), p.pettype FROM pets AS p GROUP BY p.pettype",0.6258,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:53.209292
52,pets_1,Find number of pets owned by students who are older than 20 .,select count(*) from has_pet as T1 join student as T2 on T1.stuid = T2.stuid where T2.age > 20,0.9112,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:54.120470
53,pets_1,How many pets are owned by students that have an age greater than 20 ?,select count(*) from has_pet as T1 join student as T2 on T1.stuid = T2.stuid where T2.age > 20,0.9132,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:55.034725
54,pets_1,Find the number of dog pets that are raised by female students ( with sex F ) .,select count(*) from has_pet as T1 join student as T2 on T1.stuid = T2.stuid join pets as T3 on T1.petid = T3.petid where T2.sex = 'F' and T3.pettype = 'dog',1.4187,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:56.454375
55,pets_1,How many dog pets are raised by female students ?,select count(*) from has_pet as T1 join pets as T2 on T1.petid = T2.petid join student as T3 on T1.stuid = T3.stuid where T2.pettype = 'dog' and T3.sex = 'F',1.4438,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:57.899143
56,pets_1,Find the number of distinct type of pets .,select count(distinct pettype) from has_pet as T1 join pets as T2 on T1.petid = T2.petid,0.8527,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:58.752376
57,pets_1,How many different types of pet are there ?,select count(distinct pettype) from pets,0.4988,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:25:59.251137
58,pets_1,Find the first name of students who have cat or dog pet .,select T1.fname from student as T1 join has_pet as T2 on T1.stuid = T2.stuid join pets as T3 on T2.petid = T3.petid where T3.pettype = 'cat' union select T1.fname from student as T1 join has_pet as T2 on T1.stuid = T2.stuid join pets as T3 on T2.petid = T3.petid where T3.pettype = 'dog',2.3348,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:01.586951
59,pets_1,What are the first names of every student who has a cat or dog as a pet ?,"select T1.fname from student as T1 join Has_Pet as T2 on T1.StuID = T2.StuID join Pets as T3 on T2.PetID = T3.PetID where T3.PetType in ('cat', 'dog')",1.4896,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:03.077541
60,pets_1,Find the first name of students who have both cat and dog pets .,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuID JOIN pets AS P ON T2.petid = P.petid WHERE P.pettype = 'cat' INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuID JOIN pets AS P ON T2.petid = P.petid WHERE P.pettype = 'dog',2.2947,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:05.372246
61,pets_1,What are the students ' first names who have both cats and dogs as pets ?,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuID JOIN pets AS P2 ON T2.petid = P2.petid WHERE P2.pettype = 'cat' INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T3 ON T1.stuid = T3.stuID JOIN pets AS P3 ON T3.petid = P3.petid WHERE P3.pettype = 'dog',2.5515,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:07.923735
62,pets_1,Find the major and age of students who do not have a cat pet .,"SELECT major, age FROM student WHERE StuID NOT IN (SELECT StuID FROM has_pet WHERE PetID IN (SELECT PetID FROM pets WHERE PetType = 'cat'))",1.0543,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:08.979085
63,pets_1,"What major is every student who does not own a cat as a pet , and also how old are they ?","SELECT T1.major, T2.age FROM has_pet AS T3 JOIN pets AS T2 ON T3.petid = T2.petid JOIN student AS T1 ON T3.stuid = T1.stuid WHERE T2.pettype ! = 'cat'",1.4537,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:10.432742
64,pets_1,Find the id of students who do not have a cat pet .,SELECT stuid FROM has_pet WHERE petid NOT IN (SELECT petid FROM pets WHERE pettype = 'cat'),0.7782,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:11.210932
65,pets_1,What are the ids of the students who do not own cats as pets ?,SELECT stuid FROM has_pet WHERE petid NOT IN (SELECT petid FROM pets WHERE pettype = 'cat'),0.7905,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:12.002352
66,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet .,"select T1.fname, T1.age from student as T1 join has_pet as T2 on T1.stuid = T2.stuid join pets as T3 on T2.petid = T3.petid where T3.pettype = 'dog' and T1.stuid not in (select stuid from has_pet where petid in (select petid from pets where pettype = 'cat'))",2.2578,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:14.260158
67,pets_1,What is the first name of every student who has a dog but does not have a cat ?,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuID JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog' AND T3.pettype NOT IN (SELECT pettype FROM pets WHERE petid IN (SELECT petid FROM has_pet WHERE stuID = T1.stuid) AND pettype = 'cat'),2.4453,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:16.706501
68,pets_1,Find the type and weight of the youngest pet .,"select p.pettype, p.weight from pets as p join has_pet as hp on p.petid = hp.petid where p.age = (select min(age) from pets)",1.0519,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:17.759366
69,pets_1,"What type of pet is the youngest animal , and how much does it weigh ?","select p.pettype, p.weight from pets as p join has_pet as hp on p.petid = hp.petid where p.pet_age = (select min(pet_age) from pets)",1.1594,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:18.918731
70,pets_1,Find the id and weight of all pets whose age is older than 1 .,"select petid, weight from pets where pet_age > 1",0.5719,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:19.491643
71,pets_1,What is the id and weight of every pet who is older than 1 ?,"select petid, weight from pets where pet_age > 1",0.5696,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:20.062232
72,pets_1,Find the average and maximum age for each type of pet .,"SELECT PetType, AVG(pet_age) AS avg_age, MAX(pet_age) AS max_age FROM Pets GROUP BY PetType",0.9028,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:20.965048
73,pets_1,What is the average and maximum age for each pet type ?,"SELECT AVG(pet_age) AS avg_age, MAX(pet_age) AS max_age, PetType FROM Pets GROUP BY PetType",0.885,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:21.851004
74,pets_1,Find the average weight for each pet type .,"select pettype, avg(weight) from pets group by pettype",0.5802,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:22.431163
75,pets_1,What is the average weight for each type of pet ?,"select pettype, avg(weight) from pets group by pettype",0.5753,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:23.006476
76,pets_1,Find the first name and age of students who have a pet .,"select s.fname, s.age from student as s join has_pet as hp on s.stuid = hp.stuid",0.7555,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:23.761995
77,pets_1,What are the different first names and ages of the students who do have pets ?,"select s.fname, s.age from student as s join has_pet as hp on s.stuid = hp.stuid",0.8127,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:24.574724
78,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’ .,select T1.petid from has_pet as T1 join student as T2 on T1.stuid = T2.stuidid where T2.lname = 'Smith',1.1221,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:25.696820
79,pets_1,What is the id of the pet owned by the student whose last name is 'Smith ' ?,SELECT T1.petid FROM has_pet AS T1 JOIN student AS T2 ON T1.stuid = T2.stuid WHERE T2.lname = 'Smith ',1.0886,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:26.785419
80,pets_1,Find the number of pets for each student who has any pet and student id .,"SELECT T1.stuid, COUNT(*) FROM has_pet AS T1 JOIN pets AS T2 ON T1.petid = T2.petid GROUP BY T1.stuid",1.0058,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:27.792221
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","select stuid, count(*) from has_pet group by stuid",0.6008,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:28.394156
82,pets_1,Find the first name and gender of student who have more than one pet .,"SELECT T1.fname, T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuID JOIN pets AS T3 ON T2.petid = T3.petid GROUP BY T1.stuid HAVING COUNT(*) > 1",1.6224,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:30.017570
83,pets_1,What is the first name and gender of the all the students who have more than one pet ?,"SELECT T1.fname, T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuID JOIN has_pet AS T3 ON T1.stuid = T3.stuID GROUP BY T1.stuid HAVING COUNT(*) > 1",1.7125,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:31.731092
84,pets_1,Find the last name of the student who has a cat that is age 3 .,select T1.lname from student as T1 join Has_Pet as T2 on T1.stuid = T2.StuID join Pets as T3 on T2.PetID = T3.PetID where T3.pettype = 'cat' and T3.pet_age = 3,1.7485,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:33.479547
85,pets_1,What is the last name of the student who has a cat that is 3 years old ?,select T1.Lname from student as T1 join Has_Pet as T2 on T1.StuID = T2.StuID join Pets as T3 on T2.PetID = T3.PetID where T3.PetType = 'cat' and T3.pet_age = 3 order by T1.StuID desc limit 1,2.1213,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:35.601897
86,pets_1,Find the average age of students who do not have any pet .,SELECT AVG(age) FROM student WHERE StuID NOT IN (SELECT StuID FROM has_pet),0.7193,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:36.322299
87,pets_1,What is the average age for all students who do not own any pets ?,SELECT AVG(age) FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet),0.7041,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:37.026403
88,employee_hire_evaluation,How many employees are there ?,select count(*) from employee,0.5094,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:37.536937
89,employee_hire_evaluation,Count the number of employees,select count(*) from employee,0.4163,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:37.953237
90,employee_hire_evaluation,Sort employee names by their age in ascending order .,select name from employee order by age asc,0.4725,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:38.425690
91,employee_hire_evaluation,List the names of employees and sort in ascending order of age .,select name from employee order by age asc,0.4592,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:38.884897
92,employee_hire_evaluation,What is the number of employees from each city ?,"select city, count(*) from employee group by city",0.5952,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:39.481105
93,employee_hire_evaluation,Count the number of employees for each city .,"select city, count(*) from employee group by city",0.5417,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:40.022815
94,employee_hire_evaluation,Which cities do more than one employee under age 30 come from ?,select city from employee where age < 30 intersect select city from employee where age < 30,0.7363,qwen2.5:7b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:26:40.760160
