question_id;db_id;question;predicted_sql;latency_seconds;llm_model;embedding_model;method;timestamp
11;concert_singer;Show all countries and the number of singers in each country .;SELECT country, COUNT(*) FROM singer GROUP BY country;0.3367;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:07.063972
12;concert_singer;How many singers are from each country ?;SELECT DISTINCT country FROM singer WHERE age > 20;0.4107;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:07.476155
13;concert_singer;List all song names by singers above the average age .;SELECT song_name FROM singer WHERE age > AVG(age) GROUP BY song_name;0.4068;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:07.883967
14;concert_singer;What are all the song names by singers who are older than average ?;SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer);0.4;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:08.285486
15;concert_singer;Show location and name for all stadiums with a capacity between 5000 and 10000 .;SELECT Location, Name FROM Stadium WHERE Capacity BETWEEN 5000 AND 10000;0.4856;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:08.772137
16;concert_singer;What are the locations and names of all stations with capacity between 5000 and 10000 ?;SELECT location FROM stadium WHERE capacity BETWEEN 5000 AND 10000;0.455;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:09.228120
17;concert_singer;What is the maximum capacity and the average of all stadiums ?;SELECT MAX(capacity) AS max_capacity, AVG(average) AS avg_average FROM (SELECT stadium_id, capacity, COUNT(*) OVER() AS total_concerts, AVG(age) OVER() AS average_age FROM concert INNER JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID INNER JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID GROUP BY stadium_id) AS subquery WHERE total_concerts > 0;18.025;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:11.031613
18;concert_singer;What is the average and maximum capacities for all stadiums ?;SELECT AVG(capacity) FROM stadium GROUP BY Stadium_ID;;;;;
19;concert_singer;What is the name and capacity for the stadium with highest average attendance ?;SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2013 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1;10.567;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:12.642402
20;concert_singer;What is the name and capacity for the stadium with the highest average attendance ?;SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2013 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1;10.567;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:13.700093
21;concert_singer;How many concerts are there in year 2014 or 2015 ?;SELECT COUNT(*) FROM concert WHERE YEAR = 2014 OR YEAR = 2015;0.5401;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:14.241216
22;concert_singer;How many concerts occurred in 2014 or 2015 ?;SELECT COUNT(*) FROM concert WHERE year = '2014' OR year = '2015';0.5146;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:14.756854
23;concert_singer;Show the stadium name and the number of concerts in each stadium .;SELECT T2.name, COUNT(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id GROUP BY T2.stadium_id;0.8022;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:15.559049
24;concert_singer;For each stadium , how many concerts play there ?;SELECT COUNT(*) FROM concert WHERE stadium_id = (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1);0.5336;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:16.093725
25;concert_singer;Show the stadium name and capacity with most number of concerts in year 2014 or after .;SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2014 ORDER BY COUNT(*) DESC LIMIT 1;0.9421;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:17.036833
26;concert_singer;What is the name and capacity of the stadium with the most concerts after 2013 ?;select T2.name, T2.capacity from concert as T1 join stadium as T2 on T1.stadium_id = T2.stadium_id where year > 2013 group by t2.stadium_id order by count(*) desc limit 1;0.9722;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:18.010072
27;concert_singer;Which year has most number of concerts ?;SELECT YEAR(concert_date) FROM concert GROUP BY YEAR(concert_date) ORDER BY COUNT(*) DESC LIMIT 1;0.6018;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:18.612920
28;concert_singer;What is the year that had the most concerts ?;SELECT MAX(year) FROM concert WHERE year IN (SELECT year FROM concert GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1);0.5719;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:19.185803
29;concert_singer;Show the stadium names without any concert .;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert);0.3972;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:19.584691
30;concert_singer;What are the names of the stadiums without any concerts ?;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert);0.3984;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:19.983666
31;concert_singer;Show countries where a singer above age 40 and a singer below 30 are from .;SELECT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30;0.4602;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:20.444903
32;concert_singer;Show names for all stadiums except for stadiums having a concert in year 2014 .;select name from stadium where stadium_id not in (select stadium_id from concert where year = 2014) order by capacity limit 1;0.5904;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:21.036258
33;concert_singer;What are the names of all stadiums that did not have a concert in 2014 ?;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014);0.4914;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:21.528647
34;concert_singer;Show the name and theme for all concerts and the number of singers in each concert .;SELECT T2.Name, T2.Theme FROM concert AS T1 JOIN singer AS T2 ON T1.Stadium_ID = T2.Singer_ID GROUP BY T2.Singer_ID ORDER BY COUNT(*) DESC LIMIT 1;0.9508;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:22.480473
35;concert_singer;What are the names , themes , and number of singers for every concert ?;select c.concert_name, c.theme, count(s.singer_id) as singer_count from concert c join singer s on c.stadium_id = s.stadium_id group by c.concert_name, c.theme order by singer_count desc;0.9806;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:23.461102
36;concert_singer;List singer names and number of concerts for each singer .;SELECT T2.name, COUNT(*) FROM concert AS T1 JOIN singer AS T2 ON T1.singer_id = T2.singer_id GROUP BY T2.name HAVING COUNT(*) > 0;0.8665;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:24.328845
37;concert_singer;What are the names of the singers and number of concerts for each person ?;SELECT name, COUNT(*) FROM singer_in_concert WHERE concert_id IN (SELECT concert_id FROM concert WHERE year = 2014 OR year = 2015) GROUP BY name ORDER BY count(name) DESC LIMIT 1;0.9162;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:25.246011
38;concert_singer;List all singer names in concerts in year 2014 .;SELECT T2.name FROM concert AS T1 JOIN singer AS T2 ON T1.concert_ID = T2.concert_ID WHERE T1.year = 2014 AND T2.singer_id NOT IN (SELECT singer_id FROM concert WHERE year = 2015);10.597;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:26.306773
39;concert_singer;What are the names of the singers who performed in a concert in 2014 ?;SELECT T2.name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.concert_ID IN (SELECT concert_ID FROM concert WHERE year = 2014);0.9657;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:27.274220
40;concert_singer;what is the name and nation of the singer who have a song having 'Hey ' in its name ?;SELECT T2.name, T2.country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id WHERE T2.song_name LIKE '%Hey%' AND T2.singer_id IN (SELECT Singer_ID FROM singer WHERE song_name LIKE '%Hey%');1.216;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:28.491731
41;concert_singer;What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?;SELECT T2.name, T2.country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id WHERE T2.song_name LIKE '%hey%';0.9005;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:29.392264
42;concert_singer;Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .;SELECT T2.name, T2.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id = T2.stadium_id WHERE year IN (2014, 2015) ORDER BY COUNT(*) DESC LIMIT 1;10.197;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:30.413403
43;concert_singer;What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?;SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014 AND T1.year = 2015 GROUP BY T2.stadium_id;10.613;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:31.476751
44;concert_singer;Find the number of concerts happened in the stadium with the highest capacity .;SELECT COUNT(*) FROM concert WHERE stadium_id = (SELECT MAX(stadium_id) FROM stadium ORDER BY capacity DESC LIMIT 1);0.5895;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:32.067309
45;concert_singer;What are the number of concerts that occurred in the stadium with the largest capacity ?;SELECT COUNT(*) FROM concert WHERE stadium_id = (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1);0.5708;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:32.638982
46;pets_1;Find the number of pets whose weight is heavier than 10 .;SELECT COUNT(*) FROM Has_Pet WHERE PetType = 'Heavy' AND Weight > 10;0.5732;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:33.212944
47;pets_1;How many pets have a greater weight than 10 ?;SELECT COUNT(*) FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE Weight > 10);0.5017;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:33.716615
48;pets_1;Find the weight of the youngest dog .;SELECT weight FROM pets WHERE PetID IN (SELECT PetID FROM Has_Pet WHERE StuID = 1) AND age = (SELECT MIN(age) FROM Pets WHERE PetID IN (SELECT PetID FROM Has_Pet WHERE StuID = 1));0.8574;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:34.574045
49;pets_1;How much does the youngest dog weigh ?;SELECT weight FROM pets WHERE pettype = 'Dog' AND age = (SELECT MIN(age) FROM pets WHERE pettype = 'Dog');0.5299;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:35.103973
50;pets_1;Find the maximum weight for each type of pet . List the maximum weight and pet type .;SELECT PetType, MAX(weight) FROM Pets GROUP BY PetType;0.3956;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:35.499590
51;pets_1;List the maximum weight and type for each type of pet .;SELECT MAX(weight), PetType FROM Pets GROUP BY PetType;0.3423;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:35.842858
52;pets_1;Find number of pets owned by students who are older than 20 .;SELECT COUNT(*) FROM student WHERE age > 20 AND pet_age IS NOT NULL;0.4181;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:36.261548
53;pets_1;How many pets are owned by students that have an age greater than 20 ?;SELECT COUNT(*) FROM student WHERE age > 20 AND pet_age IS NOT NULL;0.4346;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:36.697516
54;pets_1;Find the number of dog pets that are raised by female students ( with sex F ) .;SELECT COUNT(*) FROM has_pet WHERE pettype = 'dog' AND stu_id IN (SELECT student_id FROM student WHERE sex = 'F');0.6295;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:37.327053
55;pets_1;How many dog pets are raised by female students ?;SELECT COUNT(*) FROM Has_Pet WHERE PetType = 'Dog' AND Sex = 'Female';0.4461;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:37.774292
56;pets_1;Find the number of distinct type of pets .;SELECT COUNT(DISTINCT PetType) FROM Has_Pet GROUP BY PetID HAVING COUNT(DISTINCT PetType) > 1;0.6313;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:38.405626
57;pets_1;How many different types of pet are there ?;SELECT COUNT(*) FROM has_pet GROUP BY pettype;0.35;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:38.756675
58;pets_1;Find the first name of students who have cat or dog pet .;SELECT Lname, Fname FROM Student WHERE PetID IN (SELECT PetID FROM Has_Pet WHERE PetType IN ('cat', 'dog'));0.5443;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:39.302452
59;pets_1;What are the first names of every student who has a cat or dog as a pet ?;SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE PetType IN ('cat', 'dog');0.7165;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:40.019998
60;pets_1;Find the first name of students who have both cat and dog pets .;SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE PetType IN ('Cat', 'Dog') AND (T2.PetID IN (SELECT PetID FROM Pets) OR T2.PetID NOT IN (SELECT PetID FROM Pets));11.108;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:41.130825
61;pets_1;What are the students ' first names who have both cats and dogs as pets ?;SELECT T1.Fname, T2.PetType FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets WHERE PetType IN ('cat', 'dog')) AND T1.Age > 18;10.747;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:42.205537
62;pets_1;Find the major and age of students who do not have a cat pet .;SELECT Major, Age FROM Student WHERE PetID NOT IN (SELECT PetID FROM Has_Pet);0.4439;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:42.649912
63;pets_1;What major is every student who does not own a cat as a pet , and also how old are they ?;SELECT Major FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = 'Cat')) AND NOT EXISTS (SELECT 1 FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = 'Cat') AND StuID = Student.StuID);11.431;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:43.793995
64;pets_1;Find the id of students who do not have a cat pet .;SELECT StuID FROM Student WHERE PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'Cat');0.4746;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:44.268607
65;pets_1;What are the ids of the students who do not own cats as pets ?;SELECT T2.StuID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE PetType ! = 'Cat';0.7157;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:44.984276
66;pets_1;Find the first name and age of students who have a dog but do not have a cat as a pet .;SELECT Lname, Age FROM Student WHERE PetType = 'Dog' AND PetID NOT IN (SELECT PetID FROM Pets);0.5024;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:45.488304
67;pets_1;What is the first name of every student who has a dog but does not have a cat ?;SELECT f1.fname FROM Student AS f1 JOIN Has_Pet AS f2 ON f1.StuID = f2.StuID WHERE f2.PetType = 'dog' AND NOT EXISTS (SELECT * FROM Has_Pet AS f3 WHERE f3.StuID = f1.StuID AND f3.PetType = 'cat');12.162;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:46.705443
68;pets_1;Find the type and weight of the youngest pet .;SELECT PetType, weight FROM Pets WHERE PetID IN (SELECT PetID FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE Age = 18 AND Sex = 'M')) ORDER BY weight LIMIT 1;0.8033;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:47.509762
69;pets_1;What type of pet is the youngest animal , and how much does it weigh ?;SELECT PetType FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE Age = 12) AND PetAge = (SELECT MIN(PetAge) FROM Pets);0.6785;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:48.188227
70;pets_1;Find the id and weight of all pets whose age is older than 1 .;SELECT PetID, Weight FROM Has_Pet WHERE PetAge > 1;0.3566;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:48.545890
71;pets_1;What is the id and weight of every pet who is older than 1 ?;SELECT PetID, Weight FROM Pets WHERE PetAge > 1;0.3314;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:48.877304
72;pets_1;Find the average and maximum age for each type of pet .;SELECT AVG(weight) AS avg_weight, MAX(PetType) AS max_pet_type FROM (SELECT PetID, PetType, weight, PetAge, Pet_age, StuID FROM Has_Pet JOIN Pets ON PetID = PetID AND Pet_age > 0) AS T1 GROUP BY PetType ORDER BY avg_weight DESC LIMIT 1;12.419;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:50.120679
73;pets_1;What is the average and maximum age for each pet type ?;SELECT PetType, AVG(Pet_age) AS AvgAge, MAX(Pet_age) AS MaxAge FROM Has_Pet GROUP BY PetType;0.5964;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:50.718050
74;pets_1;Find the average weight for each pet type .;SELECT AVG(weight) FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets GROUP BY PetType);0.4973;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:51.216258
75;pets_1;What is the average weight for each type of pet ?;SELECT PetType, AVG(Weight) FROM Has_Pet INNER JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY PetType HAVING COUNT(*) > 0;0.7376;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:51.953883
76;pets_1;Find the first name and age of students who have a pet .;SELECT Fname, Age FROM Student WHERE PetID IN (SELECT PetID FROM Has_Pet);0.4214;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:52.376802
77;pets_1;What are the different first names and ages of the students who do have pets ?;SELECT DISTINCT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet);0.4978;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:52.875709
78;pets_1;Find the id of the pet owned by student whose last name is ‘Smith’ .;SELECT PetID FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE LName = 'Smith');0.5036;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:53.380445
79;pets_1;What is the id of the pet owned by the student whose last name is 'Smith ' ?;SELECT PetID FROM Has_Pet WHERE StuID = (SELECT StuID FROM Student WHERE LName = 'Smith');0.5033;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:53.884789
80;pets_1;Find the number of pets for each student who has any pet and student id .;SELECT S.StuID, COUNT(P.PetID) FROM Student AS S JOIN Has_Pet AS P ON S.StuID = P.StuID GROUP BY S.StuID HAVING COUNT(P.PetID) > 0;0.9782;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:54.863530
81;pets_1;For students who have pets , how many pets does each student have ? list their ids instead of names .;SELECT T2.StuID, COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID GROUP BY T2.StuID HAVING COUNT(*) > 0;0.9285;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:55.793258
82;pets_1;Find the first name and gender of student who have more than one pet .;select t1.fname, t1.sex from student as t1 join has_pet as t2 on t1.stuid = t2.stuid group by t1.stuid having count(*) > 1;0.7748;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:56.569293
83;pets_1;What is the first name and gender of the all the students who have more than one pet ?;SELECT T1.Fname, T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE COUNT(T2.PetID) > 1;0.8026;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:57.372876
84;pets_1;Find the last name of the student who has a cat that is age 3 .;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat' AND pet_age = 3);0.5932;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:57.967286
85;pets_1;What is the last name of the student who has a cat that is 3 years old ?;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID = (SELECT PetID FROM Pets WHERE PetType = 'cat' AND pet_age = 3));0.7299;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:58.698126
86;pets_1;Find the average age of students who do not have any pet .;SELECT AVG(Age) FROM Student WHERE PetID IS NULL;0.3309;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:59.030039
87;pets_1;What is the average age for all students who do not own any pets ?;SELECT AVG(StuAge) FROM Student WHERE PetID IS NULL;0.3565;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:59.386535
88;employee_hire_evaluation;How many employees are there ?;SELECT COUNT(*) FROM employee;0.3911;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:54:59.778692
89;employee_hire_evaluation;Count the number of employees;SELECT COUNT(*) FROM employee WHERE 1 = 0;0.3195;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:55:00.100186
90;employee_hire_evaluation;Sort employee names by their age in ascending order .;SELECT name, age FROM employee ORDER BY age ASC;0.298;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:55:00.398169
91;employee_hire_evaluation;List the names of employees and sort in ascending order of age .;SELECT name, age FROM employee ORDER BY age ASC;0.302;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:55:00.701108
92;employee_hire_evaluation;What is the number of employees from each city ?;SELECT COUNT(*) FROM employee WHERE city IN (SELECT DISTINCT city FROM employee GROUP BY city ORDER BY RAND() LIMIT 50);0.5924;smollm2:1.7b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:55:01.293979
