question_id,db_id,question,predicted_sql,latency_seconds,llm_model,embedding_model,method,timestamp
11,concert_singer,Show all countries and the number of singers in each country .,"SELECT T2.Country, COUNT(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T2.Country",1.4356,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:20.515603
12,concert_singer,How many singers are from each country ?,"SELECT T2.Country, COUNT(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T2.Country",1.5043,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:22.019912
13,concert_singer,List all song names by singers above the average age .,SELECT T3.song_name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id JOIN concert AS T3 ON T2.concert_id = T3.concert_id WHERE T1.age > (SELECT AVG(age) FROM singer),2.2503,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:24.270230
14,concert_singer,What are all the song names by singers who are older than average ?,SELECT T3.song_name FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN singer AS T3 ON T1.singer_id = T3.singer_id WHERE T3.age > (SELECT AVG(age) FROM singer),2.2245,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:26.494769
15,concert_singer,Show location and name for all stadiums with a capacity between 5000 and 10000 .,"SELECT T2.location, T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T2.capacity BETWEEN 5000 AND 10000",1.7226,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:28.218326
16,concert_singer,What are the locations and names of all stations with capacity between 5000 and 10000 ?,"SELECT T2.location, T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T2.capacity BETWEEN 5000 AND 10000",1.5922,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:29.810555
17,concert_singer,What is the maximum capacity and the average of all stadiums ?,"SELECT MAX(Capacity), AVG(Average) FROM stadium",0.7391,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:30.549649
18,concert_singer,What is the average and maximum capacities for all stadiums ?,"SELECT AVG(Capacity), MAX(Capacity) FROM stadium",0.8571,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:31.407612
19,concert_singer,What is the name and capacity for the stadium with highest average attendance ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID ORDER BY T2.Average DESC LIMIT 1",1.6658,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:33.073923
20,concert_singer,What is the name and capacity for the stadium with the highest average attendance ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id ORDER BY T2.average DESC LIMIT 1",1.525,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:34.599891
21,concert_singer,How many concerts are there in year 2014 or 2015 ?,SELECT COUNT(*) FROM concert WHERE YEAR = '2014' OR YEAR = '2015',0.9634,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:35.564357
22,concert_singer,How many concerts occurred in 2014 or 2015 ?,SELECT COUNT(*) FROM concert WHERE year = '2014' OR year = '2015',0.9544,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:36.519821
23,concert_singer,Show the stadium name and the number of concerts in each stadium .,"SELECT T2.name, COUNT(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id GROUP BY T1.stadium_id",1.5764,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:38.096181
24,concert_singer,"For each stadium , how many concerts play there ?","SELECT T2.Name, COUNT(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID GROUP BY T2.Stadium_ID",1.4976,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:39.594833
25,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after .,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > = 2014 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1",2.083,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:41.678844
26,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2013 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1",2.0022,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:43.681011
27,concert_singer,Which year has most number of concerts ?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY COUNT(*) DESC LIMIT 1,0.8885,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:44.569542
28,concert_singer,What is the year that had the most concerts ?,SELECT T3.year FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id GROUP BY T2.year ORDER BY COUNT(*) DESC LIMIT 1,1.8189,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:46.388453
29,concert_singer,Show the stadium names without any concert .,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T3 ON T1.singer_id = T3.singer_id JOIN stadium AS T2 ON T2.stadium_id = T1.concert_id WHERE T1.concert_id NOT IN (SELECT concert_ID FROM concert),2.2595,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:48.649106
30,concert_singer,What are the names of the stadiums without any concerts ?,SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.concert_id NOT IN (SELECT concert_id FROM singer_in_concert),1.7515,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:50.401742
31,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from .,SELECT T2.Country FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Age > 40 INTERSECT SELECT T2.Country FROM singer_in_concert AS T3 JOIN singer AS T4 ON T3.Singer_ID = T4.Singer_ID WHERE T4.Age < 30,2.6927,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:53.095007
32,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014 .,SELECT T2.name FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.year ! = '2014' EXCEPT SELECT T3.name FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_ID = T2.concert_ID JOIN stadium AS T3 ON T2.Stadium_ID = T3.Stadium_ID WHERE T2.year = 2014,3.0822,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:56.177242
33,concert_singer,What are the names of all stadiums that did not have a concert in 2014 ?,SELECT T2.name FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T2.Year ! = '2014' EXCEPT SELECT T3.name FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_id = T2.concert_id JOIN singer AS T3 ON T2.singer_id = T3.Singer_ID WHERE T1.year = 2014,3.2615,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:18:59.438759
34,concert_singer,Show the name and theme for all concerts and the number of singers in each concert .,"SELECT T1.concert_name, T1.theme, COUNT(T2.singer_id) FROM concert AS T1 JOIN singer_in_concert AS T2 ON T1.concert_id = T2.concert_id GROUP BY T1.concert_id",1.8553,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:01.295251
35,concert_singer,"What are the names , themes , and number of singers for every concert ?","SELECT T3.concert_name, T2.theme, COUNT(T1.singer_id) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN singer AS T3 ON T1.singer_id = T3.singer_id GROUP BY T2.concert_name",2.4125,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:03.708800
36,concert_singer,List singer names and number of concerts for each singer .,"SELECT T2.Name, COUNT(*) FROM concert_in_singer AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Singer_ID",1.5353,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:05.244057
37,concert_singer,What are the names of the singers and number of concerts for each person ?,"SELECT T2.Name, COUNT(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Singer_ID",1.6948,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:06.939930
38,concert_singer,List all singer names in concerts in year 2014 .,SELECT T2.Name FROM concert AS T1 JOIN singer_in_concert AS T3 ON T1.concert_ID = T3.concert_ID JOIN singer AS T2 ON T3.Singer_ID = T2.Singer_ID WHERE T1.Year = '2014',2.0817,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:09.022659
39,concert_singer,What are the names of the singers who performed in a concert in 2014 ?,SELECT T2.Name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T3 ON T1.concert_ID = T3.concert_ID WHERE T3.Year = '2014',2.1222,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:11.145981
40,concert_singer,what is the name and nation of the singer who have a song having 'Hey ' in its name ?,"SELECT T2.Name, T2.Country FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Song_Name LIKE '%Hey%'",1.9982,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:13.145584
41,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?,"SELECT T2.Name, T2.Country FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Song_Name LIKE '%Hey%'",1.675,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:14.821641
42,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .,"SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.year IN (2014, 2015) INTERSECT SELECT T2.name, T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.year = 2014",3.1249,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:17.947532
43,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?,"SELECT T3.name, T3.location FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN stadium AS T3 ON T2.stadium_id = T3.stadium_id WHERE T2.year = 2014 INTERSECT SELECT T3.name, T3.location FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN stadium AS T3 ON T2.stadium_id = T3.stadium_id WHERE T2.year = 2015",4.1983,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:22.146822
44,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1),1.1643,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:23.312151
45,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1),1.1311,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:24.443252
46,pets_1,Find the number of pets whose weight is heavier than 10 .,SELECT COUNT(*) FROM Pets WHERE weight > 10,0.8249,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:25.269188
47,pets_1,How many pets have a greater weight than 10 ?,SELECT COUNT(*) FROM Pets WHERE weight > 10,0.7001,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:25.969268
48,pets_1,Find the weight of the youngest dog .,SELECT T2.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType = 'dog' AND T1.Age = (SELECT MIN(Age) FROM Student),2.0096,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:27.979946
49,pets_1,How much does the youngest dog weigh ?,SELECT weight FROM Pets WHERE pet_age = (SELECT MIN(pet_age) FROM Pets WHERE PetType = 'dog') AND PetType = 'dog',1.339,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:29.319955
50,pets_1,Find the maximum weight for each type of pet . List the maximum weight and pet type .,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",0.6914,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:30.012346
51,pets_1,List the maximum weight and type for each type of pet .,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",0.7577,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:30.771099
52,pets_1,Find number of pets owned by students who are older than 20 .,SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.Age > 20,1.5523,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:32.324396
53,pets_1,How many pets are owned by students that have an age greater than 20 ?,SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.Age > 20,1.3359,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:33.661308
54,pets_1,Find the number of dog pets that are raised by female students ( with sex F ) .,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.PetType = 'dog' AND T1.Sex = 'F',2.238,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:35.900415
55,pets_1,How many dog pets are raised by female students ?,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.PetType = 'dog' AND T1.Sex = 'F',2.4202,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:38.321700
56,pets_1,Find the number of distinct type of pets .,SELECT COUNT(DISTINCT PetType) FROM Pets,0.6737,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:38.996439
57,pets_1,How many different types of pet are there ?,SELECT COUNT(DISTINCT PetType) FROM Pets,0.6594,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:39.656818
58,pets_1,Find the first name of students who have cat or dog pet .,SELECT T2.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T2.petid IN (SELECT petid FROM pets WHERE pettype = 'cat' OR pettype = 'dog'),1.9252,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:41.582007
59,pets_1,What are the first names of every student who has a cat or dog as a pet ?,SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat' OR PetType = 'dog'),2.1111,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:43.694129
60,pets_1,Find the first name of students who have both cat and dog pets .,SELECT T2.fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID INTERSECT SELECT T2.fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType = 'cat' INTERSECT SELECT T2.fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType = 'dog',3.6142,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:47.309401
61,pets_1,What are the students ' first names who have both cats and dogs as pets ?,SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID INTERSECT SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat') AND T2.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog'),3.5531,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:50.863496
62,pets_1,Find the major and age of students who do not have a cat pet .,"SELECT T1.major, T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T2.petid NOT IN (SELECT petid FROM pets WHERE pettype = 'cat')",1.8415,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:52.704973
63,pets_1,"What major is every student who does not own a cat as a pet , and also how old are they ?","SELECT T1.major, T1.age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat')",2.0587,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:54.764735
64,pets_1,Find the id of students who do not have a cat pet .,SELECT T2.StuID FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID WHERE T1.PetType ! = 'cat' EXCEPT SELECT StuID FROM Student,1.8645,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:56.630218
65,pets_1,What are the ids of the students who do not own cats as pets ?,SELECT T1.StuID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat'),1.9955,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:19:58.625763
66,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet .,"SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog') AND T2.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat')",2.6775,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:01.304527
67,pets_1,What is the first name of every student who has a dog but does not have a cat ?,SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog') AND T2.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat'),2.7998,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:04.104314
68,pets_1,Find the type and weight of the youngest pet .,"SELECT T2.PetType, T2.weight FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID ORDER BY T1.pet_age ASC LIMIT 1",1.695,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:05.799871
69,pets_1,"What type of pet is the youngest animal , and how much does it weigh ?","SELECT T2.PetType, T2.weight FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID ORDER BY T1.pet_age ASC LIMIT 1",1.6933,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:07.494257
70,pets_1,Find the id and weight of all pets whose age is older than 1 .,"SELECT T2.PetID, T2.weight FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID WHERE T1.pet_age > 1",1.5935,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:09.087719
71,pets_1,What is the id and weight of every pet who is older than 1 ?,"SELECT T2.PetID, T2.weight FROM Pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID WHERE T1.pet_age > 1",1.6415,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:10.729198
72,pets_1,Find the average and maximum age for each type of pet .,"SELECT AVG(weight), MAX(pet_age) FROM Pets GROUP BY PetType",0.8506,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:11.580823
73,pets_1,What is the average and maximum age for each pet type ?,"SELECT AVG(pet_age), MAX(pet_age) FROM Pets GROUP BY PetType",1.0486,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:12.630413
74,pets_1,Find the average weight for each pet type .,SELECT AVG(weight) FROM Pets GROUP BY PetType,0.7286,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:13.360126
75,pets_1,What is the average weight for each type of pet ?,SELECT AVG(weight) FROM Pets GROUP BY PetType,0.6571,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:14.017203
76,pets_1,Find the first name and age of students who have a pet .,"SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets)",1.785,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:15.802157
77,pets_1,What are the different first names and ages of the students who do have pets ?,"SELECT DISTINCT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID",1.5988,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:17.402186
78,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’ .,SELECT T1.PetID FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.LName = 'Smith',1.6957,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:19.097917
79,pets_1,What is the id of the pet owned by the student whose last name is 'Smith ' ?,SELECT T1.PetID FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.LName = 'smith',1.5231,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:20.622111
80,pets_1,Find the number of pets for each student who has any pet and student id .,SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID GROUP BY T2.StuID,1.3171,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:21.939226
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","SELECT T1.StuID, COUNT(*) FROM Has_Pet AS T1 GROUP BY T1.StuID",0.9701,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:22.910375
82,pets_1,Find the first name and gender of student who have more than one pet .,"SELECT T1.Fname, T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1",1.7766,llama3.1:8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:20:24.686938
