question_id,db_id,question,predicted_sql,latency_seconds,llm_model,embedding_model,method,timestamp
25,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after .,"SELECT T3.Name, Stadium_ID FROM singer_in_concert AS T1 JOIN stadium AS T3 ON T1.Stadium_ID = T3.Stadium_ID WHERE Year IN ('2014', '2015') GROUP BY Stadium_ID ORDER BY COUNT(*) DESC LIMIT 1",0.9811,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:07.035927
26,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,"SELECT T2.Name, T2.Capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE Year > '2013' GROUP BY Stadium_ID ORDER BY COUNT(*) DESC LIMIT 1",0.8593,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:07.896310
27,concert_singer,Which year has most number of concerts ?,SELECT Year FROM concert GROUP BY Year ORDER BY COUNT(*) DESC LIMIT 1,0.2675,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:08.163765
28,concert_singer,What is the year that had the most concerts ?,SELECT Year FROM concert ORDER BY COUNT(*) DESC LIMIT 1,0.2284,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:08.393028
29,concert_singer,Show the stadium names without any concert .,SELECT Name FROM Stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM Concert),0.3229,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:08.716883
30,concert_singer,What are the names of the stadiums without any concerts ?,SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert),0.3284,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:09.045278
31,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from .,SELECT DISTINCT country FROM singer WHERE Age > 40 INTERSECT SELECT Country FROM singer WHERE Age < 30,0.4207,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:09.466873
32,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014 .,SELECT Name FROM Stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM Concert WHERE Year = '2014'),0.4109,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:09.878788
33,concert_singer,What are the names of all stadiums that did not have a concert in 2014 ?,SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE Year = '2014'),0.4308,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:10.310703
34,concert_singer,Show the name and theme for all concerts and the number of singers in each concert .,"SELECT c.concert_Name, c.Theme, COUNT(si.Singer_ID) AS singer_count FROM concert AS c JOIN singer_in_concert AS si ON c.concert_ID = si.concert_ID GROUP BY c.concert_ID",0.8327,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:11.143435
35,concert_singer,"What are the names , themes , and number of singers for every concert ?","SELECT c.concert_Name, c.Theme, COUNT(si.Singer_ID) AS NumberOfSingers FROM concert AS c JOIN singer_in_concert AS si ON c.concert_ID = si.concert_ID GROUP BY c.concert_ID",0.8516,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:11.995772
36,concert_singer,List singer names and number of concerts for each singer .,"SELECT s.Name, COUNT(c.*) FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID GROUP BY s.Name",0.8184,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:12.815199
37,concert_singer,What are the names of the singers and number of concerts for each person ?,"SELECT singer.Name, COUNT(singer_in_concert.Singer_ID) FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID GROUP BY singer.Name",0.75,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:13.565211
38,concert_singer,List all singer names in concerts in year 2014 .,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID WHERE sic.Year = '2014',0.6481,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:14.213355
39,concert_singer,What are the names of the singers who performed in a concert in 2014 ?,SELECT singer.Name FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID WHERE concert_Year = '2014',0.6295,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:14.843829
40,concert_singer,what is the name and nation of the singer who have a song having 'Hey ' in its name ?,"SELECT s.Name, s.Country FROM singer AS s WHERE s.Song_Name LIKE '%Hey%'",0.409,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:15.253810
41,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?,"SELECT s.Name, s.Country FROM singer AS s WHERE s.Song_Name LIKE '%Hey%'",0.396,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:15.649980
42,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .,"SELECT DISTINCT T3.Location, T3.Name FROM stadium AS T3 JOIN concert AS T1 ON T3.Stadium_ID = T1.Stadium_ID WHERE Year IN ('2014', '2015')",0.8164,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:16.467076
43,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?,"SELECT DISTINCT stadium.Location, stadium.Name FROM stadium JOIN concert AS T3 ON stadium.Stadium_ID = T3.concert_ID WHERE Year IN ('2014', '2015') ORDER BY Stadium_ID ASC LIMIT 1",0.8771,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:17.344171
44,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1),0.432,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:17.776635
45,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1),0.4321,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:18.209718
46,pets_1,Find the number of pets whose weight is heavier than 10 .,SELECT COUNT(*) FROM Pets WHERE weight > 10,0.3382,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:18.547921
47,pets_1,How many pets have a greater weight than 10 ?,SELECT COUNT(*) FROM Pets WHERE weight > 10,0.2283,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:18.776187
48,pets_1,Find the weight of the youngest dog .,SELECT MIN(weight) FROM Pets WHERE PetType = 'dog' AND pet_age = (SELECT MIN(pet_age) FROM Pets WHERE PetType = 'dog'),0.5773,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:19.354495
49,pets_1,How much does the youngest dog weigh ?,SELECT MIN(weight) FROM Pets WHERE PetType = 'dog' ORDER BY pet_age ASC LIMIT 1,0.4046,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:19.759133
50,pets_1,Find the maximum weight for each type of pet . List the maximum weight and pet type .,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",0.2667,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:20.025815
51,pets_1,List the maximum weight and type for each type of pet .,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",0.2725,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:20.298277
52,pets_1,Find number of pets owned by students who are older than 20 .,SELECT COUNT(*) FROM Has_Pet WHERE StuID IN (SELECT StuID FROM Student WHERE Age > 20),0.4111,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:20.709382
53,pets_1,How many pets are owned by students that have an age greater than 20 ?,SELECT COUNT(*) FROM Has_Pet WHERE StuID IN (SELECT StuID FROM Student WHERE Age > 20),0.4121,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:21.121485
54,pets_1,Find the number of dog pets that are raised by female students ( with sex F ) .,SELECT COUNT(*) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID JOIN Student ON Has_Pet.StuID = Student.StuID WHERE PetType = 'dog' AND Sex = 'F',0.8091,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:21.930606
55,pets_1,How many dog pets are raised by female students ?,SELECT COUNT(*) FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID JOIN Student ON Has_Pet.StuID = Student.StuID WHERE PetType = 'dog' AND Sex = 'female',0.8306,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:22.761664
56,pets_1,Find the number of distinct type of pets .,SELECT COUNT(DISTINCT PetType) FROM Pets,0.2366,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:22.998251
57,pets_1,How many different types of pet are there ?,SELECT COUNT(DISTINCT PetType FROM Pets,0.229,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:23.227790
58,pets_1,Find the first name of students who have cat or dog pet .,"SELECT fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE PetType IN ('cat', 'dog')",0.5562,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:23.784033
59,pets_1,What are the first names of every student who has a cat or dog as a pet ?,"SELECT Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.PetType IN ('cat', 'dog')",0.8972,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:24.682204
60,pets_1,Find the first name of students who have both cat and dog pets .,"SELECT DISTINCT Fname FROM Student AS T1 JOIN Has_Pet AS H1 ON T1.StuID = H1.StuID JOIN Pets AS P1 ON H1.PetID = P1.PetID WHERE P1.PetType IN ('cat', 'dog') GROUP BY Fname HAVING COUNT(DISTINCT P1.PetType) = 2",1.2115,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:25.894745
61,pets_1,What are the students ' first names who have both cats and dogs as pets ?,SELECT Fname FROM Student AS S JOIN Has_Pet AS H1 ON S.StuID = H1.StuID JOIN Pets AS C1 ON H1.PetID = C1.PetID JOIN Has_Pet AS H2 ON S.StuID = H2.StuID JOIN Pets AS D1 ON H2.PetID = D1.PetID WHERE C1.PetType = 'cat' AND D1.PetType = 'dog',1.5088,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:27.404614
62,pets_1,Find the major and age of students who do not have a cat pet .,"SELECT Major, Age FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat')",0.6819,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:28.086552
63,pets_1,"What major is every student who does not own a cat as a pet , and also how old are they ?","SELECT S.Age, S.Major FROM Student AS S WHERE NOT EXISTS (SELECT * FROM Pets AS T WHERE T.PetType = 'cat' AND S.StuID = T.StuID)",0.7129,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:28.799493
64,pets_1,Find the id of students who do not have a cat pet .,SELECT StuID FROM Has_Pet WHERE PetType ! = 'cat',0.2797,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:29.080158
65,pets_1,What are the ids of the students who do not own cats as pets ?,SELECT StuID FROM Has_Pet WHERE PetType ! = 'cat',0.2876,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:29.368734
66,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet .,"SELECT Fname, Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE PetType = 'dog' AND StuID NOT IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat')",0.8764,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:30.245144
67,pets_1,What is the first name of every student who has a dog but does not have a cat ?,SELECT Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE PetType = 'dog' AND StuID NOT IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat'),0.8444,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:31.090567
68,pets_1,Find the type and weight of the youngest pet .,"SELECT PetType, MIN(weight) FROM Pets GROUP BY PetType ORDER BY Age ASC LIMIT 1",0.3867,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:31.477293
69,pets_1,"What type of pet is the youngest animal , and how much does it weigh ?","SELECT PetType, weight FROM Pets WHERE pet_age = (SELECT MIN(pet_age) FROM Pets) ORDER BY age ASC LIMIT 1",0.5023,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:31.980653
70,pets_1,Find the id and weight of all pets whose age is older than 1 .,"SELECT PetID, weight FROM Pets WHERE pet_age > 1",0.2812,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:32.261887
71,pets_1,What is the id and weight of every pet who is older than 1 ?,"SELECT PetID, weight FROM Pets WHERE pet_age > 1",0.2983,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:32.561147
72,pets_1,Find the average and maximum age for each type of pet .,"SELECT PetType, AVG(pet_age), MAX(pet_age) FROM Pets GROUP BY PetType",0.401,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:32.962183
73,pets_1,What is the average and maximum age for each pet type ?,"SELECT PetType, AVG(Age), MAX(Age) FROM Pets JOIN Student ON Pets.StuID = Student.StuID GROUP BY PetType",0.5301,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:33.492254
74,pets_1,Find the average weight for each pet type .,"SELECT PetType, AVG(weight) FROM Pets GROUP BY PetType",0.2904,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:33.782650
75,pets_1,What is the average weight for each type of pet ?,"SELECT PetType, AVG(weight) FROM Pets GROUP BY PetType",0.305,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:34.088668
76,pets_1,Find the first name and age of students who have a pet .,"SELECT Fname, Age FROM Student AS T1 JOIN Has_Pet ON T1.StuID = Has_Pet.StuID WHERE EXISTS (SELECT * FROM Pets WHERE PetType IS NOT NULL)",0.6841,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:34.773806
77,pets_1,What are the different first names and ages of the students who do have pets ?,"SELECT DISTINCT Fname, Age FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID",0.4794,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:35.254194
78,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’ .,SELECT Has_Pet.StuID FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.LName = 'Smith',0.6028,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:35.858299
79,pets_1,What is the id of the pet owned by the student whose last name is 'Smith ' ?,SELECT PetID FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE LName = 'Smith',0.5022,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:36.360519
80,pets_1,Find the number of pets for each student who has any pet and student id .,"SELECT s.StuID, COUNT(hp.PetID) FROM Student AS s JOIN Has_Pet AS hp ON s.StuID = hp.StuID GROUP BY s.StuID HAVING COUNT(hp.PetID) > 0",0.8651,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:37.226043
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","SELECT StuID, COUNT(*) FROM Has_Pet GROUP BY StuID ORDER BY COUNT(*) DESC LIMIT 1",0.3825,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:37.609542
82,pets_1,Find the first name and gender of student who have more than one pet .,"SELECT fname, sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING COUNT(*) > 1",0.6665,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:38.276010
83,pets_1,What is the first name and gender of the all the students who have more than one pet ?,"SELECT fname, sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING COUNT(*) > 1",0.6532,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:38.930116
84,pets_1,Find the last name of the student who has a cat that is age 3 .,SELECT LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE PetType = 'cat' AND pet_age = 3,0.9055,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:39.836750
85,pets_1,What is the last name of the student who has a cat that is 3 years old ?,SELECT LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE PetType = 'cat' AND pet_age = 3,0.9133,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:40.751139
86,pets_1,Find the average age of students who do not have any pet .,SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),0.3991,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:41.150210
87,pets_1,What is the average age for all students who do not own any pets ?,SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),0.3817,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:41.531919
88,employee_hire_evaluation,How many employees are there ?,select count(*) from employee,0.2806,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:41.812536
89,employee_hire_evaluation,Count the number of employees,select count(*) from employee,0.1462,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:41.959853
90,employee_hire_evaluation,Sort employee names by their age in ascending order .,SELECT name FROM employee ORDER BY age ASC,0.1907,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:42.150529
91,employee_hire_evaluation,List the names of employees and sort in ascending order of age .,SELECT name FROM employee ORDER BY age ASC,0.1857,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:42.337195
92,employee_hire_evaluation,What is the number of employees from each city ?,"SELECT city, COUNT(*) FROM employee GROUP BY city",0.2574,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:42.595410
93,employee_hire_evaluation,Count the number of employees for each city .,"SELECT City, COUNT(*) FROM employee GROUP BY City",0.2202,phi3.5:3.8b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T19:05:42.815601
