question_id,db_id,question,predicted_sql,latency_seconds,model,timestamp
11,concert_singer,Show all countries and the number of singers in each country .,"SELECT T2.country, COUNT(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id GROUP BY T2.country",2.0443,llama3.1:8b,2025-12-06T15:33:22.366152
12,concert_singer,How many singers are from each country ?,"SELECT T2.Country, COUNT(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T2.Country",1.8905,llama3.1:8b,2025-12-06T15:33:24.258200
13,concert_singer,List all song names by singers above the average age .,SELECT T2.song_name FROM singer AS T1 JOIN singer_in_concert AS T3 ON T1.singer_id = T3.singer_id JOIN concert AS T4 ON T3.concert_id = T4.concert_ID WHERE T1.age > ( SELECT AVG(age) FROM singer ),2.9879,llama3.1:8b,2025-12-06T15:33:27.248085
14,concert_singer,What are all the song names by singers who are older than average ?,SELECT T2.song_name FROM singer AS T1 JOIN singer_in_concert AS T3 ON T1.singer_id = T3.singer_id JOIN concert AS T4 ON T3.concert_id = T4.concert_ID WHERE T1.age > ( SELECT AVG(age) FROM singer ),2.8256,llama3.1:8b,2025-12-06T15:33:30.075729
15,concert_singer,Show location and name for all stadiums with a capacity between 5000 and 10000 .,"SELECT T1.location, T1.name FROM stadium AS T1 WHERE T1.capacity BETWEEN 5000 AND 10000",1.5889,llama3.1:8b,2025-12-06T15:33:31.666275
16,concert_singer,What are the locations and names of all stations with capacity between 5000 and 10000 ?,"SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000",1.22,llama3.1:8b,2025-12-06T15:33:32.888329
17,concert_singer,What is the maximum capacity and the average of all stadiums ?,"SELECT MAX(Capacity) , AVG(Average) FROM stadium",1.1036,llama3.1:8b,2025-12-06T15:33:33.993371
18,concert_singer,What is the average and maximum capacities for all stadiums ?,"SELECT AVG(Capacity) , MAX(Capacity) FROM stadium",1.1476,llama3.1:8b,2025-12-06T15:33:35.141797
19,concert_singer,What is the name and capacity for the stadium with highest average attendance ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id GROUP BY T1.stadium_id ORDER BY T2.average DESC LIMIT 1",2.2729,llama3.1:8b,2025-12-06T15:33:37.416726
20,concert_singer,What is the name and capacity for the stadium with the highest average attendance ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id GROUP BY T1.stadium_id ORDER BY T2.average DESC LIMIT 1",2.2775,llama3.1:8b,2025-12-06T15:33:39.694264
21,concert_singer,How many concerts are there in year 2014 or 2015 ?,SELECT COUNT(*) FROM concert WHERE YEAR = '2014' OR YEAR = '2015',1.3236,llama3.1:8b,2025-12-06T15:33:41.019448
22,concert_singer,How many concerts occurred in 2014 or 2015 ?,SELECT COUNT(*) FROM concert WHERE year = '2014' OR year = '2015',1.1782,llama3.1:8b,2025-12-06T15:33:42.198657
23,concert_singer,Show the stadium name and the number of concerts in each stadium .,"SELECT T2.name, COUNT(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.Stadium_ID GROUP BY T1.stadium_id",2.0637,llama3.1:8b,2025-12-06T15:33:44.263761
24,concert_singer,"For each stadium , how many concerts play there ?","SELECT T2.name, COUNT(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id GROUP BY T2.stadium_id",2.0184,llama3.1:8b,2025-12-06T15:33:46.283788
25,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after .,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > = '2014' GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1",2.7696,llama3.1:8b,2025-12-06T15:33:49.054381
26,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,"SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > '2013' GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1",2.7367,llama3.1:8b,2025-12-06T15:33:51.793140
27,concert_singer,Which year has most number of concerts ?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY COUNT(*) DESC LIMIT 1,1.1801,llama3.1:8b,2025-12-06T15:33:52.974402
28,concert_singer,What is the year that had the most concerts ?,SELECT MAX(year) FROM concert,0.8057,llama3.1:8b,2025-12-06T15:33:53.781908
29,concert_singer,Show the stadium names without any concert .,SELECT T1.name FROM stadium AS T1 WHERE T1.stadium_id NOT IN (SELECT T3.stadium_id FROM singer_in_concert AS T2 JOIN concert AS T3 ON T2.concert_id = T3.concert_id),2.5786,llama3.1:8b,2025-12-06T15:33:56.361595
30,concert_singer,What are the names of the stadiums without any concerts ?,SELECT T1.name FROM stadium AS T1 WHERE T1.stadium_id NOT IN (SELECT T3.Stadium_ID FROM concert AS T2 JOIN singer_in_concert AS T3 ON T2.concert_ID = T3.concert_ID),2.4356,llama3.1:8b,2025-12-06T15:33:58.799296
31,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from .,SELECT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30,1.4214,llama3.1:8b,2025-12-06T15:34:00.221697
32,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014 .,SELECT T1.name FROM stadium AS T1 EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.Stadium_ID WHERE T1.year = '2014',2.4947,llama3.1:8b,2025-12-06T15:34:02.717479
33,concert_singer,What are the names of all stadiums that did not have a concert in 2014 ?,SELECT T1.name FROM stadium AS T1 EXCEPT SELECT T2.name FROM concert AS T3 JOIN stadium AS T2 ON T3.stadium_id = T2.stadium_id WHERE T3.year = '2014',2.4346,llama3.1:8b,2025-12-06T15:34:05.152033
34,concert_singer,Show the name and theme for all concerts and the number of singers in each concert .,"SELECT T3.concert_name, T3.theme, COUNT(T1.singer_id) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN concert AS T3 ON T2.concert_ID = T3.concert_ID GROUP BY T3.concert_name",3.3223,llama3.1:8b,2025-12-06T15:34:08.476335
35,concert_singer,"What are the names , themes , and number of singers for every concert ?","SELECT T3.concert_name, T2.theme, COUNT(T1.singer_id) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id = T2.concert_id JOIN singer AS T3 ON T1.singer_id = T3.singer_id GROUP BY T2.concert_name",3.1443,llama3.1:8b,2025-12-06T15:34:11.621672
36,concert_singer,List singer names and number of concerts for each singer .,"SELECT T1.Name, COUNT(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Singer_ID",2.0459,llama3.1:8b,2025-12-06T15:34:13.667571
37,concert_singer,What are the names of the singers and number of concerts for each person ?,"SELECT T2.name, COUNT(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id = T2.Singer_ID GROUP BY T1.singer_id",2.0112,llama3.1:8b,2025-12-06T15:34:15.679780
38,concert_singer,List all singer names in concerts in year 2014 .,SELECT T2.name FROM concert AS T1 JOIN singer_in_concert AS T3 ON T1.concert_id = T3.concert_id JOIN singer AS T2 ON T3.singer_id = T2.singer_id WHERE T1.year = '2014',2.8198,llama3.1:8b,2025-12-06T15:34:18.501626
39,concert_singer,What are the names of the singers who performed in a concert in 2014 ?,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID JOIN concert AS T3 ON T1.concert_ID = T3.concert_ID WHERE T3.year = '2014',2.8274,llama3.1:8b,2025-12-06T15:34:21.330036
40,concert_singer,what is the name and nation of the singer who have a song having 'Hey ' in its name ?,"SELECT T2.name, T2.country FROM singer AS T1 JOIN singer_in_concert AS T3 ON T1.Singer_ID = T3.Singer_ID JOIN concert AS T4 ON T3.concert_ID = T4.concert_ID WHERE T1.Is_male = 0 AND T4.Theme LIKE '%Hey %'",3.2901,llama3.1:8b,2025-12-06T15:34:24.621799
41,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?,"SELECT T1.name, T1.country FROM singer AS T1 WHERE T1.song_name LIKE '%Hey%'",1.5047,llama3.1:8b,2025-12-06T15:34:26.126532
42,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .,"SELECT T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year IN ('2014', '2015') INTERSECT SELECT T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year IN ('2014', '2015')",3.8472,llama3.1:8b,2025-12-06T15:34:29.975110
43,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?,"SELECT T1.name, T1.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id = T2.stadium_id WHERE T2.year IN ('2014', '2015') INTERSECT SELECT T1.name, T1.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id = T2.stadium_id WHERE T2.year IN ('2014', '2015')",4.0341,llama3.1:8b,2025-12-06T15:34:34.010644
44,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,SELECT COUNT(*) FROM concert WHERE stadium_id = ( SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1 ),1.5341,llama3.1:8b,2025-12-06T15:34:35.545895
45,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT(*) FROM concert WHERE stadium_id = (SELECT stadium_id FROM stadium ORDER BY capacity DESC LIMIT 1),1.3486,llama3.1:8b,2025-12-06T15:34:36.896480
46,pets_1,Find the number of pets whose weight is heavier than 10 .,SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID WHERE T2.weight > 10,1.9193,llama3.1:8b,2025-12-06T15:34:38.818779
47,pets_1,How many pets have a greater weight than 10 ?,SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID WHERE T2.weight > 10,1.8005,llama3.1:8b,2025-12-06T15:34:40.620375
48,pets_1,Find the weight of the youngest dog .,SELECT T3.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.pettype = 'dog' AND T1.Age = ( SELECT MIN(Age) FROM Student ),3.2885,llama3.1:8b,2025-12-06T15:34:43.910543
49,pets_1,How much does the youngest dog weigh ?,SELECT T3.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.pettype = 'dog' AND T1.Age = ( SELECT MIN(Age) FROM Student ),3.1787,llama3.1:8b,2025-12-06T15:34:47.090328
50,pets_1,Find the maximum weight for each type of pet . List the maximum weight and pet type .,"SELECT MAX(weight), pettype FROM Pets GROUP BY pettype",1.0581,llama3.1:8b,2025-12-06T15:34:48.148386
51,pets_1,List the maximum weight and type for each type of pet .,"SELECT MAX(weight), pettype FROM pets GROUP BY pettype",0.8828,llama3.1:8b,2025-12-06T15:34:49.031830
52,pets_1,Find number of pets owned by students who are older than 20 .,SELECT COUNT(*) FROM Has_Pet AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.Age > 20,1.9129,llama3.1:8b,2025-12-06T15:34:50.947181
53,pets_1,How many pets are owned by students that have an age greater than 20 ?,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.Age > 20,1.7811,llama3.1:8b,2025-12-06T15:34:52.730316
54,pets_1,Find the number of dog pets that are raised by female students ( with sex F ) .,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.Sex = 'F' AND T2.PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'Dog' ),2.7298,llama3.1:8b,2025-12-06T15:34:55.461698
55,pets_1,How many dog pets are raised by female students ?,SELECT COUNT(*) FROM Student WHERE Sex = 'F' INTERSECT SELECT T1.PetID FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID WHERE T2.PetType = 'dog',2.6004,llama3.1:8b,2025-12-06T15:34:58.064203
56,pets_1,Find the number of distinct type of pets .,SELECT COUNT(DISTINCT T2.PetType) FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID,1.8143,llama3.1:8b,2025-12-06T15:34:59.880400
57,pets_1,How many different types of pet are there ?,SELECT COUNT(DISTINCT T1.PetType) FROM pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID,1.8172,llama3.1:8b,2025-12-06T15:35:01.698677
58,pets_1,Find the first name of students who have cat or dog pet .,SELECT T1.fname FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN ( SELECT PetID FROM Pets WHERE PetType LIKE '%cat%' OR PetType LIKE '%dog%'),2.8494,llama3.1:8b,2025-12-06T15:35:04.550127
59,pets_1,What are the first names of every student who has a cat or dog as a pet ?,SELECT T1.fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN ( SELECT PetID FROM Pets WHERE PetType LIKE '%cat%' OR PetType LIKE '%dog%'),2.8368,llama3.1:8b,2025-12-06T15:35:07.390094
60,pets_1,Find the first name of students who have both cat and dog pets .,SELECT T1.fname FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID INTERSECT SELECT T1.fname FROM student AS T1 JOIN Has_Pet AS T3 ON T1.StuID = T3.StuID WHERE T3.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat') AND T1.fname IN (SELECT T1.fname FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog')),5.9093,llama3.1:8b,2025-12-06T15:35:13.299365
61,pets_1,What are the students ' first names who have both cats and dogs as pets ?,SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID INTERSECT SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T3 ON T1.StuID = T3.StuID WHERE T3.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat') INTERSECT SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T4 ON T1.StuID = T4.StuID WHERE T4.PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog'),5.8527,llama3.1:8b,2025-12-06T15:35:19.153042
62,pets_1,Find the major and age of students who do not have a cat pet .,"SELECT T1.major, T1.age FROM Student AS T1 WHERE T1.StuID NOT IN (SELECT StuID FROM Has_Pet WHERE PetType = 'cat')",2.0379,llama3.1:8b,2025-12-06T15:35:21.192316
63,pets_1,"What major is every student who does not own a cat as a pet , and also how old are they ?","SELECT T1.major, T1.age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID NOT IN (SELECT PetID FROM Pets WHERE pettype = 'cat') INTERSECT SELECT T1.major, T1.age FROM Student AS T1",3.419,llama3.1:8b,2025-12-06T15:35:24.612289
64,pets_1,Find the id of students who do not have a cat pet .,SELECT T1.StuID FROM Student AS T1 WHERE T1.StuID NOT IN ( SELECT StuID FROM Has_Pet WHERE PetID = ( SELECT PetID FROM Pets WHERE PetType = 'cat' ) ),2.4624,llama3.1:8b,2025-12-06T15:35:27.077551
65,pets_1,What are the ids of the students who do not own cats as pets ?,SELECT T1.StuID FROM Student AS T1 LEFT JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat'),2.5376,llama3.1:8b,2025-12-06T15:35:29.616242
66,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet .,"SELECT T1.fname, T1.age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'cat') AND EXISTS (SELECT 1 FROM Pets WHERE PetType = 'dog' AND PetID = T2.PetID)",3.5742,llama3.1:8b,2025-12-06T15:35:33.190446
67,pets_1,What is the first name of every student who has a dog but does not have a cat ?,SELECT T1.fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN ( SELECT PetID FROM Pets WHERE pettype = 'dog' ) AND T2.PetID NOT IN ( SELECT PetID FROM Pets WHERE pettype = 'cat' ),3.4097,llama3.1:8b,2025-12-06T15:35:36.601907
68,pets_1,Find the type and weight of the youngest pet .,"SELECT T2.pettype, T2.weight FROM pets AS T1 JOIN Has_Pet AS T2 ON T1.PetID = T2.PetID WHERE T1.pet_age = ( SELECT MIN(T3.pet_age) FROM pets AS T3 )",2.6707,llama3.1:8b,2025-12-06T15:35:39.274061
69,pets_1,"What type of pet is the youngest animal , and how much does it weigh ?","SELECT T3.PetType, MIN(T2.weight) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID GROUP BY T3.PetType ORDER BY MIN(T2.weight) LIMIT 1",3.2346,llama3.1:8b,2025-12-06T15:35:42.509786
70,pets_1,Find the id and weight of all pets whose age is older than 1 .,"SELECT T2.petid, T2.weight FROM has_pet AS T1 JOIN pets AS T2 ON T1.petid = T2.petid WHERE T2.pet_age > 1",1.9787,llama3.1:8b,2025-12-06T15:35:44.490122
71,pets_1,What is the id and weight of every pet who is older than 1 ?,"SELECT T2.petid, T3.weight FROM pets AS T3 JOIN Has_Pet AS T2 ON T3.petid = T2.petid WHERE T3.pet_age > 1",2.1378,llama3.1:8b,2025-12-06T15:35:46.629605
72,pets_1,Find the average and maximum age for each type of pet .,"SELECT AVG(weight) , pettype FROM pets GROUP BY pettype",1.1123,llama3.1:8b,2025-12-06T15:35:47.743907
73,pets_1,What is the average and maximum age for each pet type ?,"SELECT AVG(weight) , MAX(pet_age) FROM Pets GROUP BY PetType",1.0868,llama3.1:8b,2025-12-06T15:35:48.831671
74,pets_1,Find the average weight for each pet type .,SELECT AVG(weight) FROM pets GROUP BY pettype,0.9888,llama3.1:8b,2025-12-06T15:35:49.821701
75,pets_1,What is the average weight for each type of pet ?,SELECT AVG(weight) FROM pets GROUP BY pettype,0.8001,llama3.1:8b,2025-12-06T15:35:50.621781
76,pets_1,Find the first name and age of students who have a pet .,"SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IN (SELECT PetID FROM Pets)",2.4272,llama3.1:8b,2025-12-06T15:35:53.050156
77,pets_1,What are the different first names and ages of the students who do have pets ?,"SELECT DISTINCT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1",2.3447,llama3.1:8b,2025-12-06T15:35:55.396456
78,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’ .,SELECT T2.petid FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.Lname = 'smith',2.0014,llama3.1:8b,2025-12-06T15:35:57.399606
79,pets_1,What is the id of the pet owned by the student whose last name is 'Smith ' ?,SELECT T2.PetID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.LName = 'smith',2.0113,llama3.1:8b,2025-12-06T15:35:59.411923
80,pets_1,Find the number of pets for each student who has any pet and student id .,"SELECT T1.StuID, COUNT(*) FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.PetID = T2.PetID GROUP BY T1.StuID",2.188,llama3.1:8b,2025-12-06T15:36:01.599889
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","SELECT T1.StuID, COUNT(*) FROM Has_Pet AS T1 GROUP BY T1.StuID",1.327,llama3.1:8b,2025-12-06T15:36:02.928497
82,pets_1,Find the first name and gender of student who have more than one pet .,"SELECT T1.fname, T1.sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1",2.3911,llama3.1:8b,2025-12-06T15:36:05.321651
83,pets_1,What is the first name and gender of the all the students who have more than one pet ?,"SELECT T1.fname, T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING COUNT(*) > 1",2.1482,llama3.1:8b,2025-12-06T15:36:07.469900
84,pets_1,Find the last name of the student who has a cat that is age 3 .,SELECT T1.LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.pet_age = 3 AND T3.PetType = 'cat',3.184,llama3.1:8b,2025-12-06T15:36:10.655470
85,pets_1,What is the last name of the student who has a cat that is 3 years old ?,SELECT T1.LName FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.pet_age = 3 AND T3.PetType LIKE '%cat%',3.0048,llama3.1:8b,2025-12-06T15:36:13.661383
86,pets_1,Find the average age of students who do not have any pet .,SELECT AVG(T1.Age) FROM Student AS T1 WHERE T1.StuID NOT IN (SELECT StuID FROM Has_Pet),1.7225,llama3.1:8b,2025-12-06T15:36:15.385149
87,pets_1,What is the average age for all students who do not own any pets ?,SELECT AVG(T1.Age) FROM Student AS T1 WHERE T1.StuID NOT IN (SELECT StuID FROM Has_Pet),1.7345,llama3.1:8b,2025-12-06T15:36:17.121480
88,employee_hire_evaluation,How many employees are there ?,SELECT COUNT(*) FROM employee,0.7596,llama3.1:8b,2025-12-06T15:36:17.883842
89,employee_hire_evaluation,Count the number of employees,SELECT COUNT(*) FROM employee,0.598,llama3.1:8b,2025-12-06T15:36:18.482904
90,employee_hire_evaluation,Sort employee names by their age in ascending order .,SELECT name FROM employee ORDER BY age ASC,0.8872,llama3.1:8b,2025-12-06T15:36:19.372889
91,employee_hire_evaluation,List the names of employees and sort in ascending order of age .,SELECT name FROM employee ORDER BY age ASC,0.7047,llama3.1:8b,2025-12-06T15:36:20.079227
92,employee_hire_evaluation,What is the number of employees from each city ?,"SELECT City, COUNT(*) FROM employee GROUP BY City",0.9616,llama3.1:8b,2025-12-06T15:36:21.041818
93,employee_hire_evaluation,Count the number of employees for each city .,SELECT COUNT(*) FROM employee GROUP BY City,0.8789,llama3.1:8b,2025-12-06T15:36:21.922849
94,employee_hire_evaluation,Which cities do more than one employee under age 30 come from ?,SELECT T1.City FROM employee AS T1 JOIN hiring AS T2 ON T1.Employee_ID = T2.Employee_ID GROUP BY T1.City HAVING COUNT(*) > 1 AND T1.Age < 30,2.2942,llama3.1:8b,2025-12-06T15:36:24.217972
95,employee_hire_evaluation,Find the cities that have more than one employee under age 30 .,SELECT T1.City FROM employee AS T1 JOIN hiring AS T2 ON T1.Employee_ID = T2.Employee_ID WHERE T1.Age < 30 GROUP BY T1.City HAVING COUNT(*) > 1,2.127,llama3.1:8b,2025-12-06T15:36:26.347229
96,employee_hire_evaluation,Find the number of shops in each location .,"SELECT T1.Location, COUNT(*) FROM shop AS T1 GROUP BY T1.Location",1.248,llama3.1:8b,2025-12-06T15:36:27.596491
97,employee_hire_evaluation,How many shops are there in each location ?,"SELECT T2.Location, COUNT(*) FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T2.Location",1.7651,llama3.1:8b,2025-12-06T15:36:29.362721
98,employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest .,"SELECT T2.Manager_name, T2.District FROM shop AS T1 JOIN shop AS T2 ON T1.Number_products = ( SELECT MAX(Number_products) FROM shop ) WHERE T1.Shop_ID = T2.Shop_ID",2.4759,llama3.1:8b,2025-12-06T15:36:31.840392
99,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products ?,"SELECT T2.Manager_name, T2.District FROM shop AS T1 JOIN employee AS T2 ON T1.Manager_name = T2.Name GROUP BY T1.Shop_ID ORDER BY T1.Number_products DESC LIMIT 1",2.2815,llama3.1:8b,2025-12-06T15:36:34.123753
100,employee_hire_evaluation,find the minimum and maximum number of products of all stores .,"SELECT MIN(Number_products) , MAX(Number_products) FROM shop",1.0542,llama3.1:8b,2025-12-06T15:36:35.180018
101,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops ?,"SELECT MIN(Number_products) , MAX(Number_products) FROM shop",1.1031,llama3.1:8b,2025-12-06T15:36:36.283124
102,employee_hire_evaluation,"Return the name , location and district of all shops in descending order of number of products .","SELECT T1.name, T1.location, T1.district FROM shop AS T1 ORDER BY T1.Number_products DESC",1.5912,llama3.1:8b,2025-12-06T15:36:37.876112
103,employee_hire_evaluation,"Sort all the shops by number products in descending order , and return the name , location and district of each shop .","SELECT T2.Name, T2.Location, T2.District FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID ORDER BY T2.Number_products DESC",2.2761,llama3.1:8b,2025-12-06T15:36:40.152215
