question_id;db_id;question;predicted_sql;latency_seconds;model;timestamp
26;concert_singer;What is the name and capacity of the stadium with the most concerts after 2013 ?;SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.Stadium_ID WHERE T1.year > 2013 GROUP BY T2.Stadium_ID ORDER BY COUNT(*) DESC LIMIT 1;22.854;mistral:7b;2025-12-06T15:27:56.421218
27;concert_singer;Which year has most number of concerts ?;SELECT Year FROM concert GROUP BY Year ORDER BY COUNT(*) DESC LIMIT 1;0.9462;mistral:7b;2025-12-06T15:27:57.368794
28;concert_singer;What is the year that had the most concerts ?;SELECT Year FROM concert GROUP BY Year ORDER BY COUNT(*) DESC LIMIT 1;0.9585;mistral:7b;2025-12-06T15:27:58.328458
29;concert_singer;Show the stadium names without any concert .;SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert);0.8212;mistral:7b;2025-12-06T15:27:59.151701
30;concert_singer;What are the names of the stadiums without any concerts ?;SELECT Name FROM stadium EXCEPT SELECT T2.Name FROM concert AS T1 JOIN concert_IN_Stadium AS T3 ON T1.concert_ID = T3.concert_ID JOIN stadium AS T2 ON T3.Stadium_ID = T2.Stadium_ID;19.405;mistral:7b;2025-12-06T15:28:01.094262
31;concert_singer;Show countries where a singer above age 40 and a singer below 30 are from .;SELECT DISTINCT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30;11.382;mistral:7b;2025-12-06T15:28:02.233230
32;concert_singer;Show names for all stadiums except for stadiums having a concert in year 2014 .;SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE Year = '2014');10.557;mistral:7b;2025-12-06T15:28:03.290780
33;concert_singer;What are the names of all stadiums that did not have a concert in 2014 ?;SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE Year = '2014');10.544;mistral:7b;2025-12-06T15:28:04.347241
34;concert_singer;Show the name and theme for all concerts and the number of singers in each concert .;SELECT concert_name, theme, COUNT(DISTINCT singer_in_concert.singer_id) AS num_singers FROM concert;26.915;mistral:7b;2025-12-06T15:28:07.039749
35;concert_singer;What are the names , themes , and number of singers for every concert ?;SELECT T1.concert_Name, T1.Theme, COUNT(DISTINCT T3.Singer_ID) FROM concert AS T1;34.039;mistral:7b;2025-12-06T15:28:10.445690
36;concert_singer;List singer names and number of concerts for each singer .;SELECT T1.Name, COUNT(*) FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Singer_ID;15.331;mistral:7b;2025-12-06T15:28:11.981427
37;concert_singer;What are the names of the singers and number of concerts for each person ?;SELECT `singer`.`Name`, COUNT(*) as concert_count FROM `singer`;2.957;mistral:7b;2025-12-06T15:28:14.939552
38;concert_singer;List all singer names in concerts in year 2014 .;SELECT name FROM singer WHERE concert.Year = 2014;20.819;mistral:7b;2025-12-06T15:28:17.022699
39;concert_singer;What are the names of the singers who performed in a concert in 2014 ?;SELECT T3.name FROM singer AS T1 WHERE T3.year = 2014;23.051;mistral:7b;2025-12-06T15:28:19.328792
40;concert_singer;what is the name and nation of the singer who have a song having 'Hey ' in its name ?;SELECT singer.name, singer.country FROM singer JOIN singer_in_concert ON singer.singer_id = singer_in_concert.singer_id JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.concert_Name LIKE '%Hey%';22.263;mistral:7b;2025-12-06T15:28:21.557123
41;concert_singer;What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?;SELECT T1.name, T1.country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id JOIN concert AS T3 ON T2.concert_id = T3.concert_id WHERE T3.concert_name LIKE '%Hey%';24.299;mistral:7b;2025-12-06T15:28:23.987539
42;concert_singer;Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .;SELECT T1.Location, T1.Name FROM stadium AS T1 WHERE T1.Stadium_ID IN (SELECT T2.Stadium_ID FROM concert AS T2 WHERE T2.Year = 2014 INTERSECT SELECT T3.Stadium_ID FROM concert AS T3 WHERE T3.Year = 2015);24.991;mistral:7b;2025-12-06T15:28:26.487684
43;concert_singer;What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?;SELECT Name, Location FROM stadium WHERE Stadium_ID IN (SELECT Stadium_ID FROM concert WHERE Year = '2014' INTERSECT SELECT Stadium_ID FROM concert WHERE Year = '2015');14.005;mistral:7b;2025-12-06T15:28:27.889173
44;concert_singer;Find the number of concerts happened in the stadium with the highest capacity .;SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1);1.157;mistral:7b;2025-12-06T15:28:29.047221
45;concert_singer;What are the number of concerts that occurred in the stadium with the largest capacity ?;SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1);0.9681;mistral:7b;2025-12-06T15:28:30.017324
46;pets_1;Find the number of pets whose weight is heavier than 10 .;SELECT COUNT(*) FROM Pets WHERE weight > 10;0.7078;mistral:7b;2025-12-06T15:28:30.728464
47;pets_1;How many pets have a greater weight than 10 ?;SELECT COUNT(*) FROM Pets WHERE weight > 10;0.5325;mistral:7b;2025-12-06T15:28:31.262225
48;pets_1;Find the weight of the youngest dog .;SELECT MIN(weight) FROM pets WHERE PetType = 'Dog' AND pet_age = (SELECT MIN(pet_age) FROM pets WHERE PetType = 'Dog' AND weight IS NOT NULL AND pet_age < = (SELECT MIN(Age) FROM Student));18.294;mistral:7b;2025-12-06T15:28:33.093613
49;pets_1;How much does the youngest dog weigh ?;SELECT weight FROM pets JOIN has_pet ON pets.PetID = has_pet.PetID JOIN student ON has_pet.StuID = student.StuID WHERE student.Sex = 'D' AND pet_type LIKE '%dog%' AND (SELECT MIN(Age) FROM student WHERE Sex = 'D' AND city_code = (SELECT city_code FROM student WHERE StuID = (SELECT StuID FROM has_pet JOIN pets ON has_pet.PetID = pets.PetID WHERE pet_type LIKE '%dog%' ORDER BY pet_age ASC LIMIT 1))) = (SELECT Age FROM student WHERE Sex = 'D' AND city_code = (SELECT city_code FROM student WHERE StuID = (SELECT StuID FROM has_pet JOIN pets ON has_pet.PetID = pets.PetID WHERE pet_type LIKE '%dog%' ORDER BY pet_age ASC LIMIT 1)));56.073;mistral:7b;2025-12-06T15:28:38.701926
50;pets_1;Find the maximum weight for each type of pet . List the maximum weight and pet type .;SELECT MAX(weight), PetType FROM Pets GROUP BY PetType;0.8086;mistral:7b;2025-12-06T15:28:39.511687
51;pets_1;List the maximum weight and type for each type of pet .;SELECT MAX(weight), PetType FROM Pets GROUP BY PetType JOIN Student ON Has_Pet.StuID = Student.StuID;10.208;mistral:7b;2025-12-06T15:28:40.533907
52;pets_1;Find number of pets owned by students who are older than 20 .;SELECT COUNT(*) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.Age > 20;17.411;mistral:7b;2025-12-06T15:28:42.277098
53;pets_1;How many pets are owned by students that have an age greater than 20 ?;SELECT COUNT(*) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.Age > 20;15.321;mistral:7b;2025-12-06T15:28:43.810226
54;pets_1;Find the number of dog pets that are raised by female students ( with sex F ) .;SELECT COUNT(P.PetID) FROM Student S WHERE S.Sex = 'F' AND P.PetType LIKE '%Dog%';19.939;mistral:7b;2025-12-06T15:28:45.804157
55;pets_1;How many dog pets are raised by female students ?;SELECT COUNT(*) FROM Pets WHERE PetType = 'Dog' AND StuID IN (SELECT StuID FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.Sex = 'f');16.324;mistral:7b;2025-12-06T15:28:47.437017
56;pets_1;Find the number of distinct type of pets .;SELECT COUNT(DISTINCT Pets.PetType) FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID;14.947;mistral:7b;2025-12-06T15:28:48.932874
57;pets_1;How many different types of pet are there ?;SELECT DISTINCT PetType FROM Pets;0.4596;mistral:7b;2025-12-06T15:28:49.393473
58;pets_1;Find the first name of students who have cat or dog pet .;SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE Pets.PetType IN ('Cat', 'Dog') AND T1.StuID = T2.StuID;19.036;mistral:7b;2025-12-06T15:28:51.298066
59;pets_1;What are the first names of every student who has a cat or dog as a pet ?;SELECT Fname FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat' OR PetType = 'dog'));14.804;mistral:7b;2025-12-06T15:28:52.779638
60;pets_1;Find the first name of students who have both cat and dog pets .;SELECT Fname FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = 'cat') AND PetID IN (SELECT PetID FROM Pets WHERE PetType = 'dog'));17.674;mistral:7b;2025-12-06T15:28:54.548158
61;pets_1;What are the students ' first names who have both cats and dogs as pets ?;SELECT Fname FROM Student WHERE StuID IN ( SELECT StuID FROM Has_Pet WHERE PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'cat' SELECT StuID FROM Has_Pet WHERE PetID IN ( SELECT PetID FROM Pets WHERE PetType = 'dog';2.523;mistral:7b;2025-12-06T15:28:57.073299
62;pets_1;Find the major and age of students who do not have a cat pet .;SELECT T1.Major, T1.Age FROM Student AS T1 WHERE T1.StuID NOT IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat');1.949;mistral:7b;2025-12-06T15:28:59.023289
63;pets_1;What major is every student who does not own a cat as a pet , and also how old are they ?;SELECT Fname, LName, Age, Major FROM Student WHERE PetID NOT IN (SELECT PetID FROM Has_Pet WHERE PetType = 'cat');14.827;mistral:7b;2025-12-06T15:29:00.507013
64;pets_1;Find the id of students who do not have a cat pet .;SELECT StuID FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat');15.223;mistral:7b;2025-12-06T15:29:02.029302
65;pets_1;What are the ids of the students who do not own cats as pets ?;SELECT StuID FROM Student WHERE PetID NOT IN (SELECT PetID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat');13.479;mistral:7b;2025-12-06T15:29:03.378252
66;pets_1;Find the first name and age of students who have a dog but do not have a cat as a pet .;SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T3.PetType = 'Dog' AND T3.PetType NOT IN ('Cat');22.213;mistral:7b;2025-12-06T15:29:05.601890
67;pets_1;What is the first name of every student who has a dog but does not have a cat ?;SELECT Fname FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetType = 'Dog') AND StuID NOT IN (SELECT StuID FROM Has_Pet WHERE PetType = 'Cat');16.025;mistral:7b;2025-12-06T15:29:07.205432
68;pets_1;Find the type and weight of the youngest pet .;SELECT PetType, MIN(pet_age) AS min_age, weight FROM Pets WHERE pet_age = (SELECT pet_age FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID GROUP BY PetID ORDER BY pet_age ASC LIMIT 1) AND city_code = 'XXX';45.965;mistral:7b;2025-12-06T15:29:11.803418
69;pets_1;What type of pet is the youngest animal , and how much does it weigh ?;SELECT PetType, MIN(pet_age) AS min_age, weight FROM Pets WHERE pet_age = (SELECT MIN(pet_age) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID);36.098;mistral:7b;2025-12-06T15:29:15.414631
70;pets_1;Find the id and weight of all pets whose age is older than 1 .;SELECT PetID, weight FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID WHERE pet_age > 1;10.227;mistral:7b;2025-12-06T15:29:16.438347
71;pets_1;What is the id and weight of every pet who is older than 1 ?;SELECT PetID, weight FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID WHERE Pet_age > 1;12.359;mistral:7b;2025-12-06T15:29:17.675290
72;pets_1;Find the average and maximum age for each type of pet .;SELECT Major, AVG(Age) AS avg_age, MAX(Age) AS max_age FROM Student;21.531;mistral:7b;2025-12-06T15:29:19.829414
73;pets_1;What is the average and maximum age for each pet type ?;SELECT Major, AVG(Age) AS avg_age, MAX(Age) AS max_age FROM Student SELECT NULL AS Major, AVG(age) AS avg_age, MAX(age) AS max_age FROM Pets;27.716;mistral:7b;2025-12-06T15:29:22.603278
74;pets_1;Find the average weight for each pet type .;SELECT PetType, AVG(weight) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID GROUP BY PetType;17.051;mistral:7b;2025-12-06T15:29:24.310199
75;pets_1;What is the average weight for each type of pet ?;SELECT PetType, AVG(weight) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID GROUP BY PetType;15.269;mistral:7b;2025-12-06T15:29:25.837133
76;pets_1;Find the first name and age of students who have a pet .;SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID;1.368;mistral:7b;2025-12-06T15:29:27.206226
77;pets_1;What are the different first names and ages of the students who do have pets ?;SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID;16.836;mistral:7b;2025-12-06T15:29:28.891884
78;pets_1;Find the id of the pet owned by student whose last name is ‘Smith’ .;SELECT T1.PetID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.LName = 'smith';12.838;mistral:7b;2025-12-06T15:29:30.178256
79;pets_1;What is the id of the pet owned by the student whose last name is 'Smith ' ?;SELECT T1.PetID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.LName = 'smith ';13.258;mistral:7b;2025-12-06T15:29:31.506149
80;pets_1;Find the number of pets for each student who has any pet and student id .;SELECT StuID, COUNT(PetID) AS PetCount FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID LEFT JOIN Pets ON Has_Pet.PetID = Pets.PetID GROUP BY StuID;19.639;mistral:7b;2025-12-06T15:29:33.471061
81;pets_1;For students who have pets , how many pets does each student have ? list their ids instead of names .;SELECT T1.StuID FROM Student AS T1;13.535;mistral:7b;2025-12-06T15:29:34.826222
82;pets_1;Find the first name and gender of student who have more than one pet .;SELECT T1.Fname, T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1;18.459;mistral:7b;2025-12-06T15:29:36.673595
83;pets_1;What is the first name and gender of the all the students who have more than one pet ?;SELECT T1.Fname, T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1;1.709;mistral:7b;2025-12-06T15:29:38.383608
84;pets_1;Find the last name of the student who has a cat that is age 3 .;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat' AND pet_age = 3) LIMIT 1;17.309;mistral:7b;2025-12-06T15:29:40.115539
85;pets_1;What is the last name of the student who has a cat that is 3 years old ?;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat' AND pet_age = 3) LIMIT 1;15.575;mistral:7b;2025-12-06T15:29:41.674573
86;pets_1;Find the average age of students who do not have any pet .;SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet);0.9879;mistral:7b;2025-12-06T15:29:42.663480
87;pets_1;What is the average age for all students who do not own any pets ?;SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet);1.021;mistral:7b;2025-12-06T15:29:43.687081
88;employee_hire_evaluation;How many employees are there ?;SELECT COUNT(*) FROM employee;0.5171;mistral:7b;2025-12-06T15:29:44.206855
89;employee_hire_evaluation;Count the number of employees;SELECT COUNT(*) FROM employee;0.3299;mistral:7b;2025-12-06T15:29:44.537310
90;employee_hire_evaluation;Sort employee names by their age in ascending order .;SELECT name FROM employee ORDER BY age ASC;0.6421;mistral:7b;2025-12-06T15:29:45.181037
91;employee_hire_evaluation;List the names of employees and sort in ascending order of age .;SELECT Name FROM employee ORDER BY Age ASC;0.4487;mistral:7b;2025-12-06T15:29:45.630702
92;employee_hire_evaluation;What is the number of employees from each city ?;SELECT City, COUNT(*) FROM employee GROUP BY City;0.7096;mistral:7b;2025-12-06T15:29:46.341307
93;employee_hire_evaluation;Count the number of employees for each city .;SELECT City, COUNT(*) FROM employee GROUP BY City;0.7431;mistral:7b;2025-12-06T15:29:47.085442
94;employee_hire_evaluation;Which cities do more than one employee under age 30 come from ?;SELECT DISTINCT City FROM employee WHERE Age < 30 AND Employee_ID IN (SELECT Employee_ID FROM hiring WHERE Employee_ID = T1.Employee_ID AND Shop_ID IN (SELECT Shop_ID FROM hiring GROUP BY Shop_ID HAVING COUNT(DISTINCT Employee_ID) > 1));23.712;mistral:7b;2025-12-06T15:29:49.458141
95;employee_hire_evaluation;Find the cities that have more than one employee under age 30 .;SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(*) > 1 SELECT Location FROM shop WHERE NOT EXISTS (SELECT * FROM hiring NATURAL JOIN employee WHERE employee.Age < 30 AND hiring.Is_full_time = true);19.316;mistral:7b;2025-12-06T15:29:51.389754
96;employee_hire_evaluation;Find the number of shops in each location .;SELECT Location, COUNT(*) FROM shop GROUP BY Location;0.7064;mistral:7b;2025-12-06T15:29:52.098109
97;employee_hire_evaluation;How many shops are there in each location ?;SELECT Location, COUNT(*) FROM shop GROUP BY Location;0.5249;mistral:7b;2025-12-06T15:29:52.625397
98;employee_hire_evaluation;Find the manager name and district of the shop whose number of products is the largest .;SELECT T2.Name, T2.Location FROM shop AS T1 JOIN hiring AS T3 ON T1.Shop_ID = T3.Shop_ID JOIN employee AS T4 ON T3.Employee_ID = T4.Employee_ID JOIN shop AS T2 ON T1.District = T2.District WHERE T1.Number_products = (SELECT MAX(T1.Number_products) FROM shop AS T1);29.085;mistral:7b;2025-12-06T15:29:55.535410
99;employee_hire_evaluation;What are the manager name and district of the shop that sells the largest number of products ?;SELECT T3.Name AS manager_name, T2.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID JOIN employee AS T3 ON T2.Employee_ID = T3.Employee_ID JOIN (SELECT Shop_ID, MAX(Number_products) as max_products FROM shop GROUP BY Shop_ID) AS T4 ON T1.Shop_ID = T4.Shop_ID WHERE T4.max_products = T1.Number_products;32.924;mistral:7b;2025-12-06T15:29:58.830366
100;employee_hire_evaluation;find the minimum and maximum number of products of all stores .;SELECT MIN(Number_products), MAX(Number_products) FROM shop;0.8096;mistral:7b;2025-12-06T15:29:59.642026
101;employee_hire_evaluation;What are the minimum and maximum number of products across all the shops ?;SELECT MIN(Number_products), MAX(Number_products) FROM shop;0.7739;mistral:7b;2025-12-06T15:30:00.417080
102;employee_hire_evaluation;Return the name , location and district of all shops in descending order of number of products .;SELECT T2.name, T2.location, T2.district FROM shop AS T1 JOIN shop AS T2 ON T1.District = T2.District ORDER BY T2.Number_products DESC;16.701;mistral:7b;2025-12-06T15:30:02.087163
103;employee_hire_evaluation;Sort all the shops by number products in descending order , and return the name , location and district of each shop .;SELECT T2.name, T2.location, T2.district FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID JOIN employee AS T3 ON T2.Employee_ID = T3.Employee_ID JOIN shop AS T4 ON T1.Shop_ID = T4.Shop_ID ORDER BY T4.Number_products DESC;27.508;mistral:7b;2025-12-06T15:30:04.839129
104;employee_hire_evaluation;Find the names of stores whose number products is more than the average number of products .;SELECT T2.Name FROM shop AS T1 JOIN hiring AS T3 ON T1.Shop_ID = T3.Shop_ID JOIN employee AS T4 ON T3.Employee_ID = T4.Employee_ID JOIN shop AS T2 ON T1.District = T2.District WHERE T1.Number_products > (SELECT AVG(T1.Number_products) FROM shop AS T1);28.167;mistral:7b;2025-12-06T15:30:07.656841
105;employee_hire_evaluation;Which shops ' number products is above the average ? Give me the shop names .;SELECT T2.name FROM shop AS T1 JOIN hiring AS T3 ON T1.Shop_ID = T3.Shop_ID JOIN employee AS T2 ON T3.Employee_ID = T2.Employee_ID WHERE T1.Number_products > (SELECT AVG(T4.Number_products) FROM shop AS T4);23.494;mistral:7b;2025-12-06T15:30:10.008118
106;employee_hire_evaluation;find the name of employee who was awarded the most times in the evaluation .;SELECT Name FROM evaluation GROUP BY Employee_ID ORDER BY COUNT(Employee_ID) DESC LIMIT 1;11.113;mistral:7b;2025-12-06T15:30:11.119392
107;employee_hire_evaluation;Which employee received the most awards in evaluations ? Give me the employee name .;SELECT Name FROM evaluation GROUP BY Employee_ID ORDER BY COUNT(Employee_ID) DESC LIMIT 1;0.9468;mistral:7b;2025-12-06T15:30:12.067196
108;employee_hire_evaluation;Find the name of the employee who got the highest one time bonus .;SELECT Name FROM evaluation WHERE Employee_ID = (SELECT Employee_ID FROM evaluation WHERE Bonus = (SELECT MAX(Bonus) FROM evaluation));0.98;mistral:7b;2025-12-06T15:30:13.047220
109;employee_hire_evaluation;Which employee received the biggest bonus ? Give me the employee name .;SELECT Name FROM evaluation WHERE Employee_ID = (SELECT Employee_ID FROM evaluation ORDER BY Bonus DESC LIMIT 1);10.875;mistral:7b;2025-12-06T15:30:14.135717
110;employee_hire_evaluation;Find the names of employees who never won any award in the evaluation .;SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation);0.6833;mistral:7b;2025-12-06T15:30:14.820496
