question_id,db_id,question,predicted_sql,latency_seconds,model,timestamp
64,pets_1,Find the id of students who do not have a cat pet .,select stuid from has_pet where petid not in (select petid from pets where pettype = 'cat'),0.8604,qwen2.5:7b,2025-12-07T23:15:45.378291
65,pets_1,What are the ids of the students who do not own cats as pets ?,SELECT stuid FROM has_pet WHERE petid NOT IN (SELECT petid FROM pets WHERE pettype = 'cat'),0.7716,qwen2.5:7b,2025-12-07T23:15:46.149934
66,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet .,"select s.fname, s.age from student s join has_pet hp on s.stuid = hp.stuid join pets p on hp.petid = p.petid where p.pettype = 'dog' and s.stuid not in (select stuid from has_pet join pets on has_pet.petid = pets.petid where pets.pettype = 'cat')",1.7516,qwen2.5:7b,2025-12-07T23:15:47.901527
67,pets_1,What is the first name of every student who has a dog but does not have a cat ?,SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuID = T2.StuID JOIN pets AS P ON T2.petid = P.PetID WHERE P.pettype = 'dog' AND P.pettype NOT IN (SELECT pettype FROM pets WHERE pettype = 'cat'),1.7156,qwen2.5:7b,2025-12-07T23:15:49.617156
68,pets_1,Find the type and weight of the youngest pet .,"select p.pettype, p.weight from pets as p join has_pet as h on p.petid = h.petid where p.pet_age = (select min(pet_age) from pets)",1.1618,qwen2.5:7b,2025-12-07T23:15:50.779000
69,pets_1,"What type of pet is the youngest animal , and how much does it weigh ?","select t3.pettype, t3.weight from has_pet as t1 join pets as t3 on t1.petid = t3.petid where t3.pet_age = (select min(pet_age) from pets)",1.2059,qwen2.5:7b,2025-12-07T23:15:51.984877
70,pets_1,Find the id and weight of all pets whose age is older than 1 .,"select petid, weight from pets where pet_age > 1",0.557,qwen2.5:7b,2025-12-07T23:15:52.541852
71,pets_1,What is the id and weight of every pet who is older than 1 ?,"select petid, weight from pets where pet_age > 1",0.6264,qwen2.5:7b,2025-12-07T23:15:53.168209
72,pets_1,Find the average and maximum age for each type of pet .,"select avg(pet_age) as avg_age, pettype from pets group by pettype union select max(pet_age) as max_age, pettype from pets group by pettype",1.1219,qwen2.5:7b,2025-12-07T23:15:54.290135
73,pets_1,What is the average and maximum age for each pet type ?,"select avg(pet_age) as avg_age, pettype from pets group by pettype union select max(pet_age) as max_age, pettype from pets group by pettype",1.0407,qwen2.5:7b,2025-12-07T23:15:55.330873
74,pets_1,Find the average weight for each pet type .,"select avg(weight) , pettype from pets group by pettype",0.6596,qwen2.5:7b,2025-12-07T23:15:55.990441
75,pets_1,What is the average weight for each type of pet ?,"select pettype, avg(weight) from pets group by pettype",0.5746,qwen2.5:7b,2025-12-07T23:15:56.565065
76,pets_1,Find the first name and age of students who have a pet .,"select s.fname, s.age from student as s join has_pet as hp on s.stuid = hp.stuID join pets as p on hp.petid = p.petid",1.0806,qwen2.5:7b,2025-12-07T23:15:57.645708
77,pets_1,What are the different first names and ages of the students who do have pets ?,"select T1.fname , T1.age from student as T1 join has_pet as T2 on T1.stuid = T2.stuID join pets as T3 on T2.petid = T3.petid union select fname , age from student where stuid not in (select stuID from has_pet)",1.6093,qwen2.5:7b,2025-12-07T23:15:59.254975
78,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’ .,select T1.petid from has_pet as T1 join student as T2 on T1.stuid = T2.stuidid where T2.lname = 'Smith',1.005,qwen2.5:7b,2025-12-07T23:16:00.260017
79,pets_1,What is the id of the pet owned by the student whose last name is 'Smith ' ?,select T1.petid from has_pet as T1 join student as T2 on T1.stuid = T2.stuidid where T2.lname = 'Smith ',1.0001,qwen2.5:7b,2025-12-07T23:16:01.261111
80,pets_1,Find the number of pets for each student who has any pet and student id .,select count(*) from has_pet as T1 join student as T2 on T1.stuid = T2.stuid where T1.stuid in (select stuid from has_pet),1.0965,qwen2.5:7b,2025-12-07T23:16:02.357613
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","select stuid, count(*) from has_pet group by stuid",0.57,qwen2.5:7b,2025-12-07T23:16:02.927620
82,pets_1,Find the first name and gender of student who have more than one pet .,"select t1.fname, t1.sex from student as t1 join has_pet as t2 on t1.stuid = t2.stuID join pets as p on t2.petid = p.petid group by t1.stuid having count(*) > 1",1.4362,qwen2.5:7b,2025-12-07T23:16:04.363793
83,pets_1,What is the first name and gender of the all the students who have more than one pet ?,"select t1.fname, t1.sex from student as t1 join has_pet as t2 on t1.stuid = t2.stuid group by t1.stuid having count(*) > 1",1.1288,qwen2.5:7b,2025-12-07T23:16:05.492555
84,pets_1,Find the last name of the student who has a cat that is age 3 .,select T1.lname from student as T1 join has_pet as T2 on T1.stuid = T2.stuID join pets as T3 on T2.petid = T3.petid where T3.pettype = 'cat' and T3.pet_age = 3,1.5716,qwen2.5:7b,2025-12-07T23:16:07.064804
85,pets_1,What is the last name of the student who has a cat that is 3 years old ?,select s.lname from student as s join has_pet as hp on s.stuid = hp.stuid join pets as p on hp.petid = p.petid where p.pettype = 'cat' and p.pet_age = 3,1.2159,qwen2.5:7b,2025-12-07T23:16:08.280681
86,pets_1,Find the average age of students who do not have any pet .,select avg(t1.age) from student as t1 where t1.stuid not in (select stuid from has_pet),0.8986,qwen2.5:7b,2025-12-07T23:16:09.179260
87,pets_1,What is the average age for all students who do not own any pets ?,select avg(t1.age) from student as t1 where t1.stuid not in (select stuid from has_pet),0.9114,qwen2.5:7b,2025-12-07T23:16:10.091118
88,employee_hire_evaluation,How many employees are there ?,select count(*) from employee,0.4959,qwen2.5:7b,2025-12-07T23:16:10.589248
89,employee_hire_evaluation,Count the number of employees,select count(*) from employee,0.3856,qwen2.5:7b,2025-12-07T23:16:10.975581
90,employee_hire_evaluation,Sort employee names by their age in ascending order .,select name from employee order by age asc,0.544,qwen2.5:7b,2025-12-07T23:16:11.519627
91,employee_hire_evaluation,List the names of employees and sort in ascending order of age .,select name from employee order by age asc,0.4494,qwen2.5:7b,2025-12-07T23:16:11.968992
92,employee_hire_evaluation,What is the number of employees from each city ?,"select city , count(*) from employee group by city",0.5994,qwen2.5:7b,2025-12-07T23:16:12.569204
93,employee_hire_evaluation,Count the number of employees for each city .,"select city, count(*) from employee group by city",0.6042,qwen2.5:7b,2025-12-07T23:16:13.173870
94,employee_hire_evaluation,Which cities do more than one employee under age 30 come from ?,select city from employee where age < 30 and city in (select city from employee where age < 30) intersect select city from employee where age < 30 group by city having count(*) > 1,1.2644,qwen2.5:7b,2025-12-07T23:16:14.438257
95,employee_hire_evaluation,Find the cities that have more than one employee under age 30 .,select city from employee where age < 30 and city in (select city from employee where age < 30) group by city having count(*) > 1,0.9751,qwen2.5:7b,2025-12-07T23:16:15.413364
96,employee_hire_evaluation,Find the number of shops in each location .,"select location, count(*) from shop group by location",0.5995,qwen2.5:7b,2025-12-07T23:16:16.012828
97,employee_hire_evaluation,How many shops are there in each location ?,"select location , count(*) from shop group by location",0.5112,qwen2.5:7b,2025-12-07T23:16:16.524583
98,employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest .,"select T2.manager_name, T2.district from shop as T1 join employee as T2 on T1.manager_name = T2.name join hiring as H on T1.shop_id = H.shop_id where T1.number_products = (select max(number_products) from shop)",1.5165,qwen2.5:7b,2025-12-07T23:16:18.041593
99,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products ?,"select T2.manager_name, T2.district from shop as T1 join employee as T2 on T1.manager_name = T2.name join hiring as H on T1.shop_id = H.shop_id where H.is_full_time = true and H.start_from = (select start_from from hiring where is_full_time = true group by start_from order by count(*) desc limit 1) intersect select manager_name, district from shop where number_products = (select max(number_products) from shop)",2.2673,qwen2.5:7b,2025-12-07T23:16:20.308893
100,employee_hire_evaluation,find the minimum and maximum number of products of all stores .,"select min(number_products) as min_products, max(number_products) as max_products from shop",0.7592,qwen2.5:7b,2025-12-07T23:16:21.069087
101,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops ?,"select min(number_products) , max(number_products) from shop",0.7043,qwen2.5:7b,2025-12-07T23:16:21.773918
102,employee_hire_evaluation,"Return the name , location and district of all shops in descending order of number of products .","select t2.name, t2.location, t2.district from shop as t2 join hiring as t1 on t2.shop_id = t1.shop_id group by t2.shop_id order by t2.number_products desc",1.2964,qwen2.5:7b,2025-12-07T23:16:23.070281
103,employee_hire_evaluation,"Sort all the shops by number products in descending order , and return the name , location and district of each shop .","select t2.name, t2.location, t2.district from shop as t2 join hiring as t1 on t2.shop_id = t1.shop_id group by t2.shop_id order by t2.number_products desc",1.3004,qwen2.5:7b,2025-12-07T23:16:24.370649
104,employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products .,select t2.name from shop as t2 where t2.number_products > (select avg(number_products) from shop),0.8517,qwen2.5:7b,2025-12-07T23:16:25.222360
105,employee_hire_evaluation,Which shops ' number products is above the average ? Give me the shop names .,select T2.name from shop as T2 where T2.number_products > (select avg(number_products) from shop),0.9088,qwen2.5:7b,2025-12-07T23:16:26.131197
106,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation .,select Name from employee where Employee_ID = (select Employee_ID from evaluation group by Employee_ID order by count(*) desc limit 1),0.9078,qwen2.5:7b,2025-12-07T23:16:27.039029
107,employee_hire_evaluation,Which employee received the most awards in evaluations ? Give me the employee name .,select name from employee where employee_id = (select employee_id from evaluation group by employee_id order by count(*) desc limit 1),0.8217,qwen2.5:7b,2025-12-07T23:16:27.861262
108,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus .,select name from employee where employee_id = (select employee_id from evaluation order by bonus desc limit 1),0.7438,qwen2.5:7b,2025-12-07T23:16:28.605076
109,employee_hire_evaluation,Which employee received the biggest bonus ? Give me the employee name .,select name from employee where employee_id = (select employee_id from evaluation order by bonus desc limit 1),0.8155,qwen2.5:7b,2025-12-07T23:16:29.420558
110,employee_hire_evaluation,Find the names of employees who never won any award in the evaluation .,select name from employee where employee_id not in (select employee_id from evaluation),0.614,qwen2.5:7b,2025-12-07T23:16:30.034560
111,employee_hire_evaluation,What are the names of the employees who never received any evaluation ?,select name from employee where employee_id not in (select employee_id from evaluation),0.605,qwen2.5:7b,2025-12-07T23:16:30.639558
112,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees ?,select t2.name from hiring as t1 join shop as t2 on t1.shop_id = t2.shop_id group by t2.shop_id order by count(*) desc limit 1,1.1291,qwen2.5:7b,2025-12-07T23:16:31.768632
113,employee_hire_evaluation,Which shop has the most employees ? Give me the shop name .,select T2.name from hiring as T1 join shop as T2 on T1.shop_id = T2.shop_id group by T2.shop_id order by count(*) desc limit 1,1.1559,qwen2.5:7b,2025-12-07T23:16:32.924565
114,employee_hire_evaluation,Find the name of the shops that do not hire any employee .,select t2.name from shop as t2 where t2.shop_id not in (select t1.shop_id from hiring as t1),0.938,qwen2.5:7b,2025-12-07T23:16:33.862551
115,employee_hire_evaluation,Which shops run with no employees ? Find the shop names,select T2.name from shop as T2 where T2.shop_id not in (select T1.shop_id from hiring as T1),0.9335,qwen2.5:7b,2025-12-07T23:16:34.796078
116,employee_hire_evaluation,Find the number of employees hired in each shop ; show the shop name as well .,"select T2.name, count(*) from hiring as T1 join shop as T2 on T1.shop_id = T2.shop_id group by T2.name",1.0029,qwen2.5:7b,2025-12-07T23:16:35.798939
117,employee_hire_evaluation,"For each shop , return the number of employees working there and the name of the shop .","select count(T1.employee_id) as num_employees, T2.name from hiring as T1 join shop as T2 on T1.shop_id = T2.shop_id group by T2.name",1.1705,qwen2.5:7b,2025-12-07T23:16:36.970632
118,employee_hire_evaluation,What is total bonus given in all evaluations ?,select sum(bonus) from evaluation,0.5145,qwen2.5:7b,2025-12-07T23:16:37.485095
119,employee_hire_evaluation,Find the total amount of bonus given in all the evaluations .,select sum(bonus) from evaluation,0.4161,qwen2.5:7b,2025-12-07T23:16:37.901201
120,employee_hire_evaluation,Give me all the information about hiring .,select * from hiring as h,0.49,qwen2.5:7b,2025-12-07T23:16:38.391179
121,employee_hire_evaluation,What is all the information about hiring ?,select * from hiring,0.3551,qwen2.5:7b,2025-12-07T23:16:38.746318
122,employee_hire_evaluation,Which district has both stores with less than 3000 products and stores with more than 10000 products ?,SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000,0.935,qwen2.5:7b,2025-12-07T23:16:39.682306
123,employee_hire_evaluation,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products .,select district from shop where number_products < 3000 intersect select district from shop where number_products > 10000,0.8512,qwen2.5:7b,2025-12-07T23:16:40.533515
124,employee_hire_evaluation,How many different store locations are there ?,select count(*) from shop,0.4757,qwen2.5:7b,2025-12-07T23:16:41.009260
125,employee_hire_evaluation,Count the number of distinct store locations .,select count(*) from shop,0.3385,qwen2.5:7b,2025-12-07T23:16:41.348233
126,orchestra,How many conductors are there ?,select count(*) from conductor,0.4653,qwen2.5:7b,2025-12-07T23:16:41.816365
127,orchestra,Count the number of conductors .,select count(*) from conductor,0.4078,qwen2.5:7b,2025-12-07T23:16:42.224177
128,orchestra,List the names of conductors in ascending order of age .,select name from conductor order by age asc,0.5411,qwen2.5:7b,2025-12-07T23:16:42.766325
129,orchestra,"What are the names of conductors , ordered by age ?",select name from conductor order by age,0.4296,qwen2.5:7b,2025-12-07T23:16:43.195971
130,orchestra,What are the names of conductors whose nationalities are not `` USA '' ?,select name from conductor where nationality != 'usa',0.6137,qwen2.5:7b,2025-12-07T23:16:43.809640
131,orchestra,Return the names of conductors that do not have the nationality `` USA '' .,select name from conductor where nationality NOT IN ('USA'),0.5244,qwen2.5:7b,2025-12-07T23:16:44.334065
