question_id;db_id;question;predicted_sql;latency_seconds;model;timestamp
15;concert_singer;Show location and name for all stadiums with a capacity between 5000 and 10000 .;SELECT T2.name FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.capacity BETWEEN 5000 AND 10000 ORDER BY COUNT(*) DESC LIMIT 1;10.671;smollm2:1.7b;2025-12-06T15:15:15.160578
16;concert_singer;What are the locations and names of all stations with capacity between 5000 and 10000 ?;SELECT location FROM stadium WHERE capacity BETWEEN 5000 AND 10000;0.5168;smollm2:1.7b;2025-12-06T15:15:15.679544
17;concert_singer;What is the maximum capacity and the average of all stadiums ?;SELECT MAX(capacity), AVG(capacity) FROM stadium GROUP BY Stadium_ID;0.4883;smollm2:1.7b;2025-12-06T15:15:16.168889
18;concert_singer;What is the average and maximum capacities for all stadiums ?;SELECT AVG(capacity), MAX(capacity) FROM stadium GROUP BY Stadium_ID;0.51;smollm2:1.7b;2025-12-06T15:15:16.680128
19;concert_singer;What is the name and capacity for the stadium with highest average attendance ?;SELECT T2.name, T2.capacity FROM CONCERT AS T1 JOIN STADIUM AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2013 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1;11.064;smollm2:1.7b;2025-12-06T15:15:17.787527
20;concert_singer;What is the name and capacity for the stadium with the highest average attendance ?;SELECT T2.name, T2.capacity FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE T1.Highest = T2.Average ORDER BY COUNT(*) DESC LIMIT 1;0.9128;smollm2:1.7b;2025-12-06T15:15:18.701940
21;concert_singer;How many concerts are there in year 2014 or 2015 ?;SELECT COUNT(*) FROM concert WHERE YEAR = 2014 OR YEAR = 2015;0.5704;smollm2:1.7b;2025-12-06T15:15:19.273301
22;concert_singer;How many concerts occurred in 2014 or 2015 ?;SELECT COUNT(*) FROM concert WHERE year = 2014 OR year = 2015;0.4527;smollm2:1.7b;2025-12-06T15:15:19.727016
23;concert_singer;Show the stadium name and the number of concerts in each stadium .;SELECT T2.name, COUNT(*) FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID GROUP BY T2.Stadium_ID HAVING COUNT(*) > 0;0.9604;smollm2:1.7b;2025-12-06T15:15:20.688981
24;concert_singer;For each stadium , how many concerts play there ?;SELECT COUNT(*) FROM stadium WHERE stadium_id IN (SELECT stadium_id FROM concert GROUP BY stadium_id HAVING MAX(year) = 2014);0.7504;smollm2:1.7b;2025-12-06T15:15:21.441357
25;concert_singer;Show the stadium name and capacity with most number of concerts in year 2014 or after .;SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2014 ORDER BY COUNT(*) DESC LIMIT 1;10.262;smollm2:1.7b;2025-12-06T15:15:22.468577
26;concert_singer;What is the name and capacity of the stadium with the most concerts after 2013 ?;SELECT T2.name, T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year > 2013 GROUP BY T2.stadium_id ORDER BY COUNT(*) DESC LIMIT 1;1.135;smollm2:1.7b;2025-12-06T15:15:23.603595
27;concert_singer;Which year has most number of concerts ?;SELECT YEAR(concert.year) FROM concert WHERE concert.year IN (SELECT MAX(concert.year) FROM concert GROUP BY stadium_id);0.6757;smollm2:1.7b;2025-12-06T15:15:24.280309
28;concert_singer;What is the year that had the most concerts ?;SELECT MAX(year) FROM concert WHERE year IN (SELECT year FROM stadium ORDER BY capacity DESC LIMIT 1);0.5502;smollm2:1.7b;2025-12-06T15:15:24.832508
29;concert_singer;Show the stadium names without any concert .;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert);0.4483;smollm2:1.7b;2025-12-06T15:15:25.281765
30;concert_singer;What are the names of the stadiums without any concerts ?;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert);0.3745;smollm2:1.7b;2025-12-06T15:15:25.657317
31;concert_singer;Show countries where a singer above age 40 and a singer below 30 are from .;SELECT country FROM singer WHERE age > 40 INTERSECT SELECT country FROM singer WHERE age < 30;0.5264;smollm2:1.7b;2025-12-06T15:15:26.184791
32;concert_singer;Show names for all stadiums except for stadiums having a concert in year 2014 .;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014);0.5784;smollm2:1.7b;2025-12-06T15:15:26.764544
33;concert_singer;What are the names of all stadiums that did not have a concert in 2014 ?;SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014);0.5741;smollm2:1.7b;2025-12-06T15:15:27.339661
34;concert_singer;Show the name and theme for all concerts and the number of singers in each concert .;SELECT t1.name, t2.theme FROM singer AS t1 JOIN singer_in_concert AS t2 ON t1.singer_id = t2.concert_id WHERE t2.concert_id IS NOT NULL ORDER BY COUNT(*) DESC LIMIT 10;10.885;smollm2:1.7b;2025-12-06T15:15:28.429377
35;concert_singer;What are the names , themes , and number of singers for every concert ?;SELECT T1.name, T1.theme, COUNT(T2.singer_id) AS singer_count FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id = T2.stadium_id WHERE T2.year > 2013 GROUP BY T1.name, T1.theme;11.271;smollm2:1.7b;2025-12-06T15:15:29.558487
36;concert_singer;List singer names and number of concerts for each singer .;SELECT name, COUNT(*) FROM singer INNER JOIN singer_in_concert ON singer.singer_id = singer_in_concert.singer_id GROUP BY singer.name HAVING COUNT(*) > 1 ORDER BY COUNT(*) DESC;0.9487;smollm2:1.7b;2025-12-06T15:15:30.508372
37;concert_singer;What are the names of the singers and number of concerts for each person ?;SELECT T1.Name, COUNT(*) FROM singer AS T1 JOIN concert AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Name HAVING COUNT(T2.concert_ID) > 0;0.9391;smollm2:1.7b;2025-12-06T15:15:31.447518
38;concert_singer;List all singer names in concerts in year 2014 .;SELECT T2.name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id WHERE T2.year = 2014 GROUP BY T2.singer_id LIMIT 1;10.057;smollm2:1.7b;2025-12-06T15:15:32.454733
39;concert_singer;What are the names of the singers who performed in a concert in 2014 ?;SELECT T1.name FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id WHERE T2.concert_id IN (SELECT concert_id FROM concert WHERE year = 2014);10.585;smollm2:1.7b;2025-12-06T15:15:33.515269
40;concert_singer;what is the name and nation of the singer who have a song having 'Hey ' in its name ?;SELECT T2.name, T2.country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.singer_id = T2.singer_id WHERE T2.song_name LIKE '%Hey%' AND T1.age > 0;10.451;smollm2:1.7b;2025-12-06T15:15:34.560358
41;concert_singer;What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?;SELECT T2.Name, T2.Country FROM singer AS T1 JOIN singer_in_concert AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Song_Name LIKE '%Hey%' GROUP BY T2.Name, T2.Country;11.547;smollm2:1.7b;2025-12-06T15:15:35.715083
42;concert_singer;Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .;SELECT T2.name, T2.location FROM stadium AS T1 JOIN concert AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year IN (SELECT year FROM concert WHERE year = 2014) AND T1.year IN (SELECT year FROM concert WHERE year = 2015) GROUP BY T2.stadium_id;13.499;smollm2:1.7b;2025-12-06T15:15:37.064936
43;concert_singer;What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?;select t2.name, t2.location from stadium as t1 join concert as t2 on t1.stadium_id = t2.stadium_id where year(t2.concert_date) between 2014 and 2015;0.9125;smollm2:1.7b;2025-12-06T15:15:37.978423
44;concert_singer;Find the number of concerts happened in the stadium with the highest capacity .;SELECT COUNT(*) FROM CONCERT WHERE STADIUM_ID = (SELECT MAX(STADIUM_ID) FROM STADIUM);0.6922;smollm2:1.7b;2025-12-06T15:15:38.671600
45;concert_singer;What are the number of concerts that occurred in the stadium with the largest capacity ?;SELECT COUNT(*) FROM CONCERT WHERE STADIUM_ID = (SELECT MAX(STADIUM_ID) FROM STADIUM ORDER BY CAPACITY DESC LIMIT 1);0.7246;smollm2:1.7b;2025-12-06T15:15:39.398258
46;pets_1;Find the number of pets whose weight is heavier than 10 .;SELECT COUNT(*) FROM student WHERE weight > 10 AND major = 'Computer Science' AND advisor IN (SELECT advisor FROM has_pet WHERE pet_age > 5);0.7019;smollm2:1.7b;2025-12-06T15:15:40.101247
47;pets_1;How many pets have a greater weight than 10 ?;SELECT COUNT(*) FROM pets WHERE weight > 10 AND PetType = 'Dog' OR PetType = 'Cat';0.5061;smollm2:1.7b;2025-12-06T15:15:40.609380
48;pets_1;Find the weight of the youngest dog .;SELECT weight FROM pets WHERE age = (SELECT MIN(age) FROM pets) AND PetType = 'Dog';0.5249;smollm2:1.7b;2025-12-06T15:15:41.134240
49;pets_1;How much does the youngest dog weigh ?;SELECT weight FROM pets WHERE age = 1 AND sex = 'M' AND major = 0 AND advisor = 0 AND city_code = 'NewYork' ORDER BY weight ASC LIMIT 1;0.7282;smollm2:1.7b;2025-12-06T15:15:41.864407
50;pets_1;Find the maximum weight for each type of pet . List the maximum weight and pet type .;SELECT MAX(weight), PetType FROM Pets GROUP BY PetType;0.4323;smollm2:1.7b;2025-12-06T15:15:42.296749
51;pets_1;List the maximum weight and type for each type of pet .;SELECT MAX(weight), PetType FROM Pets GROUP BY PetType;0.3628;smollm2:1.7b;2025-12-06T15:15:42.661044
52;pets_1;Find number of pets owned by students who are older than 20 .;SELECT COUNT(*) FROM student WHERE age > 20 AND major = 1 INTERSECT SELECT * FROM has_pet WHERE stuID IN (SELECT StuID FROM student WHERE age > 20);0.8385;smollm2:1.7b;2025-12-06T15:15:43.501094
53;pets_1;How many pets are owned by students that have an age greater than 20 ?;SELECT COUNT(*) FROM student WHERE age > 20 AND has_pet.stuID IN (SELECT stuID FROM student WHERE age > 20);0.6179;smollm2:1.7b;2025-12-06T15:15:44.120974
54;pets_1;Find the number of dog pets that are raised by female students ( with sex F ) .;SELECT COUNT(*) FROM student WHERE sex = 'F' AND major = 1 AND advisor = 2 AND city_code = '001' AND pettype = 'dog';0.669;smollm2:1.7b;2025-12-06T15:15:44.791991
55;pets_1;How many dog pets are raised by female students ?;SELECT COUNT(*) FROM student WHERE sex = 'F' AND major = 1 AND pet_type = 'Dog' GROUP BY StuID HAVING COUNT(PetID) > 0;0.7126;smollm2:1.7b;2025-12-06T15:15:45.505609
56;pets_1;Find the number of distinct type of pets .;SELECT DISTINCT PetType FROM Pets GROUP BY PetType HAVING COUNT(PetID) > 1;0.4824;smollm2:1.7b;2025-12-06T15:15:45.989061
57;pets_1;How many different types of pet are there ?;SELECT COUNT(DISTINCT PetType) FROM Student WHERE PetType IS NOT NULL AND PetID IS NOT NULL;0.4688;smollm2:1.7b;2025-12-06T15:15:46.460246
58;pets_1;Find the first name of students who have cat or dog pet .;SELECT fname FROM student WHERE sex = 'M' AND major IN (SELECT major FROM student WHERE pettype = 'cat', SELECT major FROM student WHERE pettype = 'dog') ORDER BY fname LIMIT 100;0.817;smollm2:1.7b;2025-12-06T15:15:47.278238
59;pets_1;What are the first names of every student who has a cat or dog as a pet ?;SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType IN ('cat', 'dog');0.8193;smollm2:1.7b;2025-12-06T15:15:48.098564
60;pets_1;Find the first name of students who have both cat and dog pets .;SELECT fname FROM student WHERE major = 1 AND sex = 'M' AND city_code IN ('02', '03') AND pettype IN ('cat', 'dog');0.706;smollm2:1.7b;2025-12-06T15:15:48.806625
61;pets_1;What are the students ' first names who have both cats and dogs as pets ?;SELECT fName FROM Student WHERE LName = 'Smith' AND PetType IN ('Cat', 'Dog') AND StuID IN (SELECT StuID FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = 'Cat' OR PetType = 'Dog'));0.9355;smollm2:1.7b;2025-12-06T15:15:49.743138
62;pets_1;Find the major and age of students who do not have a cat pet .;SELECT LName, Age FROM Student WHERE Major NOT IN (SELECT Major FROM Has_Pet WHERE PetID = 1) AND City_Code NOT IN ('NY', 'LA');0.7032;smollm2:1.7b;2025-12-06T15:15:50.447435
63;pets_1;What major is every student who does not own a cat as a pet , and also how old are they ?;SELECT Major FROM Student WHERE PetID IS NULL AND Age > 0 HAVING MAX(Major) = ANY(SELECT Major FROM Has_Pet WHERE PetID IN (SELECT PetID FROM Pets WHERE PetType = 'Cat'));0.8626;smollm2:1.7b;2025-12-06T15:15:51.312044
64;pets_1;Find the id of students who do not have a cat pet .;SELECT StuID FROM Student WHERE PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'Cat');0.53;smollm2:1.7b;2025-12-06T15:15:51.843016
65;pets_1;What are the ids of the students who do not own cats as pets ?;SELECT StuID FROM Student WHERE PetID NOT IN (SELECT PetID FROM Pets WHERE PetType = 'Cat') AND Major IS NULL ORDER BY LName, Fname LIMIT 1000;0.6997;smollm2:1.7b;2025-12-06T15:15:52.544688
66;pets_1;Find the first name and age of students who have a dog but do not have a cat as a pet .;SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType = 'dog' AND NOT EXISTS (SELECT * FROM Pets WHERE PetID IN (SELECT PetID FROM Has_Pet WHERE StuID = T1.StuID) AND PetType = 'cat');12.856;smollm2:1.7b;2025-12-06T15:15:53.831354
67;pets_1;What is the first name of every student who has a dog but does not have a cat ?;SELECT T1.Fname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID JOIN Pets AS T3 ON T2.PetID = T3.PetID WHERE T1.Sex = 'M' AND T2.PetType = 'dog' AND NOT EXISTS (SELECT * FROM Has_Pet AS T4 WHERE T4.StuID = T1.StuID AND T4.PetType = 'cat');16.098;smollm2:1.7b;2025-12-06T15:15:55.442191
68;pets_1;Find the type and weight of the youngest pet .;SELECT PetType, Weight FROM Pets WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID = 1) AND Age = (SELECT MIN(Age) FROM Students);0.7462;smollm2:1.7b;2025-12-06T15:15:56.189411
69;pets_1;What type of pet is the youngest animal , and how much does it weigh ?;SELECT T1.Fname, T1.Lname, T2.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetType = 'Cat' AND (T1.age = (SELECT MIN(age) FROM Student WHERE age > 18) OR T1.age = (SELECT MAX(age) FROM Student));13.179;smollm2:1.7b;2025-12-06T15:15:57.508319
70;pets_1;Find the id and weight of all pets whose age is older than 1 .;SELECT PetID, Weight FROM Pets WHERE PetAge > 1 INTERSECT SELECT PetID, Weight FROM Pets WHERE PetAge < 2;0.5339;smollm2:1.7b;2025-12-06T15:15:58.042856
71;pets_1;What is the id and weight of every pet who is older than 1 ?;SELECT T2.PetID, T2.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.age > 1 GROUP BY T2.PetID, T2.weight;10.056;smollm2:1.7b;2025-12-06T15:15:59.049525
72;pets_1;Find the average and maximum age for each type of pet .;SELECT AVG(Age), MAX(Age) FROM Student WHERE PetType = 'Dog' OR PetType = 'Cat';0.5748;smollm2:1.7b;2025-12-06T15:15:59.625474
73;pets_1;What is the average and maximum age for each pet type ?;SELECT AVG(Age), MAX(Age) FROM Pet WHERE PetType IN (SELECT PetType FROM Pet GROUP BY PetType ORDER BY PetType ASC LIMIT 1);0.6203;smollm2:1.7b;2025-12-06T15:16:00.246839
74;pets_1;Find the average weight for each pet type .;SELECT AVG(weight) FROM Pets GROUP BY PetType;0.4113;smollm2:1.7b;2025-12-06T15:16:00.659667
75;pets_1;What is the average weight for each type of pet ?;SELECT AVG(weight) FROM Pets WHERE PetType IN (SELECT PetType FROM Pets GROUP BY PetType ORDER BY AVG(pet_age));0.5924;smollm2:1.7b;2025-12-06T15:16:01.252062
76;pets_1;Find the first name and age of students who have a pet .;SELECT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T2.PetID IS NOT NULL ORDER BY T1.Age ASC LIMIT 10;0.977;smollm2:1.7b;2025-12-06T15:16:02.231094
77;pets_1;What are the different first names and ages of the students who do have pets ?;SELECT LName, Age FROM Student WHERE PetID IS NOT NULL ORDER BY Age ASC;0.3789;smollm2:1.7b;2025-12-06T15:16:02.611981
78;pets_1;Find the id of the pet owned by student whose last name is ‘Smith’ .;SELECT T1.StuID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.LName = 'Smith' WHERE T2.StuID IN (SELECT StuID FROM Student WHERE LName = 'Smith') GROUP BY T1.StuID HAVING COUNT(*) > 0;10.631;smollm2:1.7b;2025-12-06T15:16:03.675075
79;pets_1;What is the id of the pet owned by the student whose last name is 'Smith ' ?;SELECT T1.StuID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE LName = 'Smith' AND Sex = 'F' ORDER BY PetType DESC LIMIT 1;0.881;smollm2:1.7b;2025-12-06T15:16:04.558052
80;pets_1;Find the number of pets for each student who has any pet and student id .;SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(T2.PetID) > 0;0.9648;smollm2:1.7b;2025-12-06T15:16:05.523902
81;pets_1;For students who have pets , how many pets does each student have ? list their ids instead of names .;SELECT T1.StuID, COUNT(T2.PetID) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(T2.PetID) > 0;10.211;smollm2:1.7b;2025-12-06T15:16:06.546506
82;pets_1;Find the first name and gender of student who have more than one pet .;SELECT T1.Fname, T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1;0.9689;smollm2:1.7b;2025-12-06T15:16:07.516384
83;pets_1;What is the first name and gender of the all the students who have more than one pet ?;SELECT T1.Fname, T1.Sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID HAVING COUNT(*) > 1 LIMIT 1;0.9344;smollm2:1.7b;2025-12-06T15:16:08.452912
84;pets_1;Find the last name of the student who has a cat that is age 3 .;SELECT LName FROM Student WHERE Fname = 'John' AND PetType = 'cat' AND pet_age = 3 ORDER BY StuID DESC LIMIT 1;0.7354;smollm2:1.7b;2025-12-06T15:16:09.190350
85;pets_1;What is the last name of the student who has a cat that is 3 years old ?;SELECT LName FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet WHERE PetID = (SELECT PetID FROM Pets WHERE PetType = 'cat' AND pet_age = 3));0.7183;smollm2:1.7b;2025-12-06T15:16:09.910609
86;pets_1;Find the average age of students who do not have any pet .;SELECT AVG(StuID.Age) FROM Student AS StuID WHERE StuID.Major NOT IN (SELECT PetID FROM Has_Pet JOIN Pets ON PetID = PetType);0.7662;smollm2:1.7b;2025-12-06T15:16:10.676761
87;pets_1;What is the average age for all students who do not own any pets ?;SELECT AVG(StuID.Age) FROM Student AS StuID WHERE StuID.City_Code NOT IN (SELECT PetID FROM Has_Pet WHERE PetID = 1);0.7568;smollm2:1.7b;2025-12-06T15:16:11.435111
88;employee_hire_evaluation;How many employees are there ?;SELECT COUNT(*) FROM employee;0.3206;smollm2:1.7b;2025-12-06T15:16:11.756748
89;employee_hire_evaluation;Count the number of employees;SELECT COUNT(*) FROM employee WHERE 1 = 0;0.3241;smollm2:1.7b;2025-12-06T15:16:12.082368
90;employee_hire_evaluation;Sort employee names by their age in ascending order .;SELECT name FROM employee ORDER BY age ASC;0.3545;smollm2:1.7b;2025-12-06T15:16:12.438048
91;employee_hire_evaluation;List the names of employees and sort in ascending order of age .;SELECT name FROM employee ORDER BY age ASC;0.2805;smollm2:1.7b;2025-12-06T15:16:12.720017
92;employee_hire_evaluation;What is the number of employees from each city ?;SELECT COUNT(C.City) FROM employee AS C JOIN hiring AS H ON C.Employee_ID = H.Shop_ID JOIN shop AS S ON H.Shop_ID = S.Shop_ID GROUP BY C.City;0.9748;smollm2:1.7b;2025-12-06T15:16:13.695843
93;employee_hire_evaluation;Count the number of employees for each city .;SELECT COUNT(CITY) FROM employee GROUP BY CITY;0.4152;smollm2:1.7b;2025-12-06T15:16:14.112101
94;employee_hire_evaluation;Which cities do more than one employee under age 30 come from ?;SELECT city FROM employee WHERE age < 30 AND location IN (SELECT location FROM employee WHERE age < 30) GROUP BY city HAVING COUNT(*) > 1;0.7398;smollm2:1.7b;2025-12-06T15:16:14.853929
95;employee_hire_evaluation;Find the cities that have more than one employee under age 30 .;SELECT city FROM shop WHERE location IN (SELECT location FROM hiring WHERE age < 30 AND is_full_time = TRUE) GROUP BY city HAVING COUNT(*) > 1;0.6835;smollm2:1.7b;2025-12-06T15:16:15.538410
96;employee_hire_evaluation;Find the number of shops in each location .;SELECT city FROM shop GROUP BY city HAVING COUNT(*) > 1;0.4498;smollm2:1.7b;2025-12-06T15:16:15.989206
97;employee_hire_evaluation;How many shops are there in each location ?;SELECT COUNT(*) FROM shop GROUP BY Location;0.3034;smollm2:1.7b;2025-12-06T15:16:16.294655
98;employee_hire_evaluation;Find the manager name and district of the shop whose number of products is the largest .;SELECT T2.Name, T2.District FROM employee AS T1 JOIN hiring AS T2 ON T1.Employee_ID = T2.Shop_ID WHERE T2.Number_products = (SELECT MAX(T3.Number_products) FROM shop AS T3 JOIN hiring AS T4 ON T3.Shop_ID = T4.Shop_ID GROUP BY T3.Shop_ID);14.625;smollm2:1.7b;2025-12-06T15:16:17.758124
99;employee_hire_evaluation;What are the manager name and district of the shop that sells the largest number of products ?;SELECT T2.Manager_name, T2.District FROM employee AS T1 JOIN shop AS T2 ON T1.Employee_ID = T2.Shop_ID WHERE T2.Number_products = (SELECT MAX(T3.Number_products) FROM shop AS T3 JOIN hiring AS T4 ON T3.Shop_ID = T4.Shop_ID);12.838;smollm2:1.7b;2025-12-06T15:16:19.043944
100;employee_hire_evaluation;find the minimum and maximum number of products of all stores .;SELECT MIN(Number_products), MAX(Number_products) FROM shop WHERE district IN (SELECT District FROM shop GROUP BY District ORDER BY Number_products DESC LIMIT 1);0.7504;smollm2:1.7b;2025-12-06T15:16:19.795320
101;employee_hire_evaluation;What are the minimum and maximum number of products across all the shops ?;SELECT MIN(Number_products), MAX(Number_products) FROM shop GROUP BY District;0.4898;smollm2:1.7b;2025-12-06T15:16:20.286142
102;employee_hire_evaluation;Return the name , location and district of all shops in descending order of number of products .;SELECT T2.Name, T2.Location, T2.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID ORDER BY COUNT(*) DESC;0.8953;smollm2:1.7b;2025-12-06T15:16:21.183437
103;employee_hire_evaluation;Sort all the shops by number products in descending order , and return the name , location and district of each shop .;SELECT T1.Name, T1.Location, T1.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T2.Start_from > '2015-01-01' ORDER BY T1.Number_products DESC;11.663;smollm2:1.7b;2025-12-06T15:16:22.351709
104;employee_hire_evaluation;Find the names of stores whose number products is more than the average number of products .;SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T2.Employee_ID NOT IN (SELECT Employee_ID FROM evaluation) GROUP BY T1.Shop_ID HAVING COUNT(T1.Number_products) > AVG(T1.Number_products);12.924;smollm2:1.7b;2025-12-06T15:16:23.645622
105;employee_hire_evaluation;Which shops ' number products is above the average ? Give me the shop names .;SELECT name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop INTERSECT SELECT Number_products FROM hiring WHERE Is_full_time = TRUE);0.7251;smollm2:1.7b;2025-12-06T15:16:24.371738
