question_id,db_id,question,predicted_sql,latency_seconds,model,timestamp
13,concert_singer,List all song names by singers above the average age .,SELECT s.Song_Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Concert_ID WHERE s.Age > (SELECT AVG(s2.Age) FROM singer AS s2),1.1453,phi3.5:3.8b,2025-12-06T15:12:16.532817
14,concert_singer,What are all the song names by singers who are older than average ?,SELECT DISTINCT singer.song_name FROM singer JOIN concert AS T1 ON singer.singer_id = concert.concert_ID WHERE singer.age > (SELECT AVG(singer.age) FROM singer),0.9033,phi3.5:3.8b,2025-12-06T15:12:17.437154
15,concert_singer,Show location and name for all stadiums with a capacity between 5000 and 10000 .,"SELECT Location, Name FROM Stadium WHERE Capacity BETWEEN 5000 AND 10000",0.6841,phi3.5:3.8b,2025-12-06T15:12:18.123941
16,concert_singer,What are the locations and names of all stations with capacity between 5000 and 10000 ?,"SELECT Location, Name FROM stadium WHERE Capacity BETWEEN 5000 AND 10000",0.682,phi3.5:3.8b,2025-12-06T15:12:18.806963
17,concert_singer,What is the maximum capacity and the average of all stadiums ?,"SELECT MAX(Capacity), AVG(Average) FROM stadium",0.5215,phi3.5:3.8b,2025-12-06T15:12:19.330008
18,concert_singer,What is the average and maximum capacities for all stadiums ?,"SELECT AVG(Capacity), MAX(Capacity) FROM stadium",0.5273,phi3.5:3.8b,2025-12-06T15:12:19.858026
19,concert_singer,What is the name and capacity for the stadium with highest average attendance ?,"SELECT Name, Capacity FROM Stadium WHERE Average = (SELECT MAX(Average) FROM Stadium)",0.4621,phi3.5:3.8b,2025-12-06T15:12:20.321622
20,concert_singer,What is the name and capacity for the stadium with the highest average attendance ?,"SELECT Name, Capacity FROM Stadium WHERE Average = (SELECT MAX(Average) FROM Stadium)",0.454,phi3.5:3.8b,2025-12-06T15:12:20.776610
21,concert_singer,How many concerts are there in year 2014 or 2015 ?,"SELECT COUNT(*) FROM concert WHERE Year IN ('2014', '2015')",0.5885,phi3.5:3.8b,2025-12-06T15:12:21.367062
22,concert_singer,How many concerts occurred in 2014 or 2015 ?,"SELECT COUNT(*) FROM concert WHERE year IN ('2014', '2015')",0.4345,phi3.5:3.8b,2025-12-06T15:12:21.803246
23,concert_singer,Show the stadium name and the number of concerts in each stadium .,"SELECT Name, COUNT(*) FROM Concert JOIN Stadium ON Concert.Stadium_ID = Stadium.Stadium_ID GROUP BY Stadium.Name",0.7791,phi3.5:3.8b,2025-12-06T15:12:22.583325
24,concert_singer,"For each stadium , how many concerts play there ?","SELECT Stadium_ID, COUNT(concert_ID) FROM singer_in_concert JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID GROUP BY Stadium_ID",0.9926,phi3.5:3.8b,2025-12-06T15:12:23.577454
25,concert_singer,Show the stadium name and capacity with most number of concerts in year 2014 or after .,"SELECT T2.Name, Capacity FROM Concert AS T1 JOIN Stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE Year IN ('2014', '2015') GROUP BY T2.Stadium_ID ORDER BY COUNT(*) DESC LIMIT 1",1.4046,phi3.5:3.8b,2025-12-06T15:12:24.983022
26,concert_singer,What is the name and capacity of the stadium with the most concerts after 2013 ?,"SELECT T2.Name, T2.Capacity FROM Concert AS T1 JOIN Stadium AS T2 ON T1.Stadium_ID = T2.Stadium_ID WHERE Year > '2013' GROUP BY T2.Stadium_ID ORDER BY COUNT(*) DESC LIMIT 1",1.3508,phi3.5:3.8b,2025-12-06T15:12:26.335370
27,concert_singer,Which year has most number of concerts ?,SELECT YEAR FROM CONCERT GROUP BY YEAR ORDER BY COUNT(*) DESC LIMIT 1,0.5758,phi3.5:3.8b,2025-12-06T15:12:26.913152
28,concert_singer,What is the year that had the most concerts ?,SELECT Year FROM concert ORDER BY COUNT(*) DESC LIMIT 1,0.4582,phi3.5:3.8b,2025-12-06T15:12:27.373839
29,concert_singer,Show the stadium names without any concert .,SELECT Name FROM Stadium WHERE Stadium_ID NOT IN (SELECT DISTINCT Stadium_ID FROM Concert),0.6158,phi3.5:3.8b,2025-12-06T15:12:27.990669
30,concert_singer,What are the names of the stadiums without any concerts ?,SELECT Name FROM Stadium WHERE Stadium_ID NOT IN (SELECT DISTINCT Stadium_ID FROM Concert),0.4826,phi3.5:3.8b,2025-12-06T15:12:28.474739
31,concert_singer,Show countries where a singer above age 40 and a singer below 30 are from .,SELECT DISTINCT s1.Country FROM singer AS s1 JOIN singer AS s2 ON s1.country = s2.country WHERE s1.Age > 40 AND s2.Age < 30,1.0178,phi3.5:3.8b,2025-12-06T15:12:29.493564
32,concert_singer,Show names for all stadiums except for stadiums having a concert in year 2014 .,SELECT Name FROM Stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM Concert WHERE Year = '2014'),0.7116,phi3.5:3.8b,2025-12-06T15:12:30.206724
33,concert_singer,What are the names of all stadiums that did not have a concert in 2014 ?,SELECT Name FROM Stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM Concert WHERE Year = '2014'),0.6939,phi3.5:3.8b,2025-12-06T15:12:30.902659
34,concert_singer,Show the name and theme for all concerts and the number of singers in each concert .,"SELECT c.concert_Name, c.Theme, COUNT(si.Singer_ID) AS NumberOfSingers FROM concert AS c JOIN singer_in_concert AS si ON c.concert_ID = si.concert_ID GROUP BY c.concert_Name",1.2874,phi3.5:3.8b,2025-12-06T15:12:32.190738
35,concert_singer,"What are the names , themes , and number of singers for every concert ?","SELECT c.concert_Name, c.Theme, COUNT(sic.Singer_ID) AS NumberOfSingers FROM concert AS c JOIN singer_in_concert AS sic ON c.concert_ID = sic.concert_ID GROUP BY c.concert_Name, c.Theme",1.1984,phi3.5:3.8b,2025-12-06T15:12:33.390629
36,concert_singer,List singer names and number of concerts for each singer .,"SELECT s.Name, COUNT(ci.concert_ID) AS NumberOfConcerts FROM singer AS s JOIN singer_in_concert AS ci ON s.Singer_ID = ci.concert_ID GROUP BY s.Name",0.9815,phi3.5:3.8b,2025-12-06T15:12:34.373851
37,concert_singer,What are the names of the singers and number of concerts for each person ?,"SELECT singer.name, COUNT(concert.concert_id) AS num_concerts FROM singer JOIN singer_in_concert ON singer.singer_id = singer_in015 SQL: SELECT T2.name, COUNT(*) as concert_count FROM singer S1 JOIN singer_in_concert S2 ON S1.singer_id = S2.singer_id GROUP BY S1.singer_id",1.7159,phi3.5:3.8b,2025-12-06T15:12:36.090793
38,concert_singer,List all singer names in concerts in year 2014 .,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',1.2851,phi3.5:3.8b,2025-12-06T15:12:37.378019
39,concert_singer,What are the names of the singers who performed in a concert in 2014 ?,SELECT DISTINCT singer.name FROM singer JOIN singer_in_concert ON singer.singer_id = singer_in_concert.singer_id JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.year = '2014',1.3764,phi3.5:3.8b,2025-12-06T15:12:38.755958
40,concert_singer,what is the name and nation of the singer who have a song having 'Hey ' in its name ?,"SELECT s.Name, s.Country FROM Singer AS s WHERE EXISTS (SELECT * FROM Concert AS c JOIN Singer_in_concert AS sic ON c.concert_ID = sic.concert_ID JOIN Stadium AS st ON c.Stadium_ID = st.Stadium_ID AND c.Theme LIKE '%Hey%')",1.5356,phi3.5:3.8b,2025-12-06T15:12:40.291582
41,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey ' in its title ?,"SELECT s.Name, s.Country FROM Singer AS s WHERE Song_Name LIKE '%Hey%'",0.653,phi3.5:3.8b,2025-12-06T15:12:40.947026
42,concert_singer,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015 .,"SELECT DISTINCT s.Location FROM Stadium AS s JOIN Concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE c.Year IN ('2014', '2015')",1.0798,phi3.5:3.8b,2025-12-06T15:12:42.028343
43,concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015 ?,"SELECT DISTINCT s.Location FROM Stadium AS s JOIN Concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE c.Year IN ('2014', '2015') GROUP BY Location HAVING COUNT(DISTINCT Year) = 2",1.198,phi3.5:3.8b,2025-12-06T15:12:43.228751
44,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT MAX(Capacity) FROM stadium),0.6354,phi3.5:3.8b,2025-12-06T15:12:43.865191
45,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT MAX(Capacity) FROM stadium),0.4757,phi3.5:3.8b,2025-12-06T15:12:44.340856
46,pets_1,Find the number of pets whose weight is heavier than 10 .,SELECT COUNT(*) FROM Pets WHERE weight > 10,0.4566,phi3.5:3.8b,2025-12-06T15:12:44.798946
47,pets_1,How many pets have a greater weight than 10 ?,SELECT COUNT(*) FROM Pets WHERE weight > 10,0.3617,phi3.5:3.8b,2025-12-06T15:12:45.161945
48,pets_1,Find the weight of the youngest dog .,SELECT MIN(weight) FROM pets WHERE PetType = 'dog' AND pet_age = (SELECT MIN(pet_age) FROM pets WHERE PetType = 'dog'),0.9152,phi3.5:3.8b,2025-12-06T15:12:46.078891
49,pets_1,How much does the youngest dog weigh ?,SELECT MIN(weight) FROM pets WHERE PetType = 'dog' AND pet_age = (SELECT MIN(pet_age) FROM pets WHERE PetType = 'dog'),0.7781,phi3.5:3.8b,2025-12-06T15:12:46.858582
50,pets_1,Find the maximum weight for each type of pet . List the maximum weight and pet type .,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",0.5252,phi3.5:3.8b,2025-12-06T15:12:47.383745
51,pets_1,List the maximum weight and type for each type of pet .,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",0.3679,phi3.5:3.8b,2025-12-06T15:12:47.752625
52,pets_1,Find number of pets owned by students who are older than 20 .,SELECT COUNT(*) FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.Age > 20,0.7948,phi3.5:3.8b,2025-12-06T15:12:48.548450
53,pets_1,How many pets are owned by students that have an age greater than 20 ?,SELECT COUNT(*) FROM Has_Pet JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.Age > 20,0.6783,phi3.5:3.8b,2025-12-06T15:12:49.227409
54,pets_1,Find the number of dog pets that are raised by female students ( with sex F ) .,SELECT COUNT(*) FROM Pets WHERE PetType = 'dog' AND StuID IN (SELECT StuID FROM Student WHERE Sex = 'F'),0.612,phi3.5:3.8b,2025-12-06T15:12:49.840371
55,pets_1,How many dog pets are raised by female students ?,SELECT COUNT(*) FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student AS T1 ON Has_Pet.StuID = T1.StuID WHERE PetType = 'dog' AND Sex = 'female',1.1964,phi3.5:3.8b,2025-12-06T15:12:51.038478
56,pets_1,Find the number of distinct type of pets .,SELECT COUNT(DISTINCT PetType FROM Pets,0.2941,phi3.5:3.8b,2025-12-06T15:12:51.333241
57,pets_1,How many different types of pet are there ?,SELECT COUNT(DISTINCT PetType FROM pets,0.2965,phi3.5:3.8b,2025-12-06T15:12:51.631800
58,pets_1,Find the first name of students who have cat or dog pet .,"SELECT DISTINCT Fname FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID JOIN Pets AS P ON H.PetID = P.PetID WHERE P.PetType IN ('cat', 'dog')",1.2239,phi3.5:3.8b,2025-12-06T15:12:52.856192
59,pets_1,What are the first names of every student who has a cat or dog as a pet ?,"SELECT Fname FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID JOIN Pets AS P ON H.PetID = P.PetID WHERE P.PetType IN ('cat', 'dog')",1.1747,phi3.5:3.8b,2025-12-06T15:12:54.033122
60,pets_1,Find the first name of students who have both cat and dog pets .,"SELECT DISTINCT Fname FROM Student AS S JOIN Has_Pet AS H1 ON S.StuID = H1.StuID JOIN Has_Pet AS H2 ON S.StuID = H2.StuID WHERE EXISTS (SELECT PetType FROM Pets WHERE PetType IN ('cat', 'dog') AND PetID IN (H1.PetID, H2.PetID))",1.7296,phi3.5:3.8b,2025-12-06T15:12:55.765253
61,pets_1,What are the students ' first names who have both cats and dogs as pets ?,SELECT DISTINCT Fname FROM Student AS S JOIN Has_Pet AS H1 ON S.StuID = H1.StuID JOIN Pets AS C ON H1.PetID = C.PetID JOIN Has_Pet AS H2 ON S.StuID = H2.StuID JOIN Pets AS D ON H2.PetID = D.PetID WHERE C.PetType = 'cat' AND D.PetType = 'dog',1.8994,phi3.5:3.8b,2025-12-06T15:12:57.666624
62,pets_1,Find the major and age of students who do not have a cat pet .,"SELECT S.Major, S.Age FROM Student AS S WHERE StuID NOT IN (SELECT H.StuID FROM Has_Pet AS H JOIN Pets AS P ON H.PetID = P.PetID WHERE P.PetType = 'cat')",1.2663,phi3.5:3.8b,2025-12-06T15:12:58.933460
63,pets_1,"What major is every student who does not own a cat as a pet , and also how old are they ?","SELECT DISTINCT s.Major, s.Age FROM Student AS s JOIN Has_Pet AS h ON s.StuID = h.StuID WHERE s.city_code IN (SELECT city_code FROM Student JOIN Pets ON Student.StuID = Pets.PetID AND Pets.PetType != 'cat')",1.5621,phi3.5:3.8b,2025-12-06T15:13:00.497111
64,pets_1,Find the id of students who do not have a cat pet .,SELECT StuID FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat'),0.988,phi3.5:3.8b,2025-12-06T15:13:01.486750
65,pets_1,What are the ids of the students who do not own cats as pets ?,SELECT StuID FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat'),0.9309,phi3.5:3.8b,2025-12-06T15:13:02.418678
66,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet .,"SELECT Fname, Age FROM Student AS S WHERE EXISTS (SELECT * FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID AND PetType = 'dog') AND NOT EXISTS (SELECT * FROM Has_Pet JOIN Pets ON Has0 = p2t)",1.2208,phi3.5:3.8b,2025-12-06T15:13:03.641374
67,pets_1,What is the first name of every student who has a dog but does not have a cat ?,SELECT Fname FROM Student AS S JOIN Has_Pet AS H1 ON S.StuID = H1.StuID JOIN Pets AS D ON H1.PetID = D.PetID WHERE D.PetType = 'dog' AND S.StuID NOT IN (SELECT StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE PetType = 'cat'),1.8771,phi3.5:3.8b,2025-12-06T15:13:05.519973
68,pets_1,Find the type and weight of the youngest pet .,"SELECT Pets.PetType, MIN(weight) FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID JOIN Pets ON H.PetID = Pets.PetID GROUP BY PetType ORDER BY pet_age ASC LIMIT 1",1.3174,phi3.5:3.8b,2025-12-06T15:13:06.838660
69,pets_1,"What type of pet is the youngest animal , and how much does it weigh ?","SELECT Pets.PetType, MIN(weight) FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID JOIN Pets ON H.PetID = Pets.PetID WHERE PetAge = (SELECT MIN(pet_age) FROM Pets) GROUP BY PetType",1.3424,phi3.5:3.8b,2025-12-06T15:13:08.183014
70,pets_1,Find the id and weight of all pets whose age is older than 1 .,"SELECT PetID, weight FROM Pets WHERE pet_age > 1",0.3861,phi3.5:3.8b,2025-12-06T15:13:08.570626
71,pets_1,What is the id and weight of every pet who is older than 1 ?,"SELECT PetID, weight FROM Pets WHERE pet_age > 1",0.5179,phi3.5:3.8b,2025-12-06T15:13:09.090735
72,pets_1,Find the average and maximum age for each type of pet .,"SELECT Pets.PetType, AVG(pets.pet_age), MAX(pets.pet_age) FROM Pets JOIN Has_Pet ON Pets.PetID = Has extraline: SELECT pets.pettype, avg(pets.pet_age), max(pets.pet_age) FROM pets JOIN has_pet ON pets.petid = has_pet.petid",1.8309,phi3.5:3.8b,2025-12-06T15:13:10.922597
73,pets_1,What is the average and maximum age for each pet type ?,"SELECT Pets.PetType, AVG(pets.pet_age), MAX(pets.pet_age) FROM pets JOIN Student ON Has_Pet.StuID = Student.StuID GROUP BY Pets.PetType",1.028,phi3.5:3.8b,2025-12-06T15:13:11.952085
74,pets_1,Find the average weight for each pet type .,"SELECT Pets.PetType, AVG(weight) FROM pets GROUP BY PetType",0.5952,phi3.5:3.8b,2025-12-06T15:13:12.548501
75,pets_1,What is the average weight for each type of pet ?,"SELECT pettype, AVG(weight) FROM pets GROUP BY pettype",0.4319,phi3.5:3.8b,2025-12-06T15:13:12.982414
76,pets_1,Find the first name and age of students who have a pet .,"SELECT Fname, Age FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID JOIN Pets AS P ON H.PetID = P.PetID",0.9832,phi3.5:3.8b,2025-12-06T15:13:13.967066
77,pets_1,What are the different first names and ages of the students who do have pets ?,"SELECT DISTINCT Fname, Age FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID",0.62,phi3.5:3.8b,2025-12-06T15:13:14.588610
78,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’ .,SELECT PetID FROM Pets WHERE LName = 'Smith' AND Fname IN (SELECT fname FROM Student),0.5305,phi3.5:3.8b,2025-12-06T15:13:15.120236
79,pets_1,What is the id of the pet owned by the student whose last name is 'Smith ' ?,SELECT PetID FROM Pets WHERE LName = 'smith' AND Fname IN (SELECT fname FROM Student),0.5277,phi3.5:3.8b,2025-12-06T15:13:15.648953
80,pets_1,Find the number of pets for each student who has any pet and student id .,"SELECT T1.StuID, COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID",1.0212,phi3.5:3.8b,2025-12-06T15:13:16.671766
81,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","SELECT H.StuID, COUNT(*) FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID GROUP BY S.StuID ORDER BY COUNT(*) DESC",0.8789,phi3.5:3.8b,2025-12-06T15:13:17.551956
82,pets_1,Find the first name and gender of student who have more than one pet .,"SELECT fname, sex FROM Student AS S1 JOIN Has_Pet AS H ON S1.StuID = H.StuID GROUP BY Stuid HAVING COUNT(*) > 1",0.9374,phi3.5:3.8b,2025-12-06T15:13:18.489895
83,pets_1,What is the first name and gender of the all the students who have more than one pet ?,"SELECT fname, sex FROM student s JOIN has_pet hp ON s.StuID = hp.StuID GROUP BY s.StuID HAVING COUNT(*) > 1",0.8263,phi3.5:3.8b,2025-12-06T15:13:19.317040
84,pets_1,Find the last name of the student who has a cat that is age 3 .,SELECT LName FROM Student AS S JOIN Pets AS P ON S.StuID = P.PetID WHERE PetType = 'cat' AND pet_age = 3,0.8781,phi3.5:3.8b,2025-12-06T15:13:20.196666
85,pets_1,What is the last name of the student who has a cat that is 3 years old ?,SELECT LName FROM Student AS S JOIN Has_Pet AS H ON S.StuID = H.StuID JOIN Pets AS P ON H.PetID = P.PetID WHERE PetType = 'cat' AND pet_age = 3,1.0715,phi3.5:3.8b,2025-12-06T15:13:21.269175
86,pets_1,Find the average age of students who do not have any pet .,SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),0.6379,phi3.5:3.8b,2025-12-06T15:13:21.908470
87,pets_1,What is the average age for all students who do not own any pets ?,SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),0.6537,phi3.5:3.8b,2025-12-06T15:13:22.563188
88,employee_hire_evaluation,How many employees are there ?,SELECT COUNT(*) FROM employee,0.3173,phi3.5:3.8b,2025-12-06T15:13:22.880503
89,employee_hire_evaluation,Count the number of employees,SELECT COUNT(*) FROM employee,0.2034,phi3.5:3.8b,2025-12-06T15:13:23.084881
90,employee_hire_evaluation,Sort employee names by their age in ascending order .,SELECT Name FROM employee ORDER BY Age ASC,0.3756,phi3.5:3.8b,2025-12-06T15:13:23.461583
91,employee_hire_evaluation,List the names of employees and sort in ascending order of age .,SELECT Name FROM employee ORDER BY Age ASC,0.2491,phi3.5:3.8b,2025-12-06T15:13:23.711652
92,employee_hire_evaluation,What is the number of employees from each city ?,"SELECT City, COUNT(*) FROM employee GROUP BY City",0.3997,phi3.5:3.8b,2025-12-06T15:13:24.112377
93,employee_hire_evaluation,Count the number of employees for each city .,"SELECT City, COUNT(*) FROM employee GROUP BY City",0.4188,phi3.5:3.8b,2025-12-06T15:13:24.533159
94,employee_hire_evaluation,Which cities do more than one employee under age 30 come from ?,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(*) > 1,0.5731,phi3.5:3.8b,2025-12-06T15:13:25.108337
95,employee_hire_evaluation,Find the cities that have more than one employee under age 30 .,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(*) > 1,0.4712,phi3.5:3.8b,2025-12-06T15:13:25.579536
96,employee_hire_evaluation,Find the number of shops in each location .,"SELECT Location, COUNT(*) FROM shop GROUP BY Location",0.4085,phi3.5:3.8b,2025-12-06T15:13:25.990016
97,employee_hire_evaluation,How many shops are there in each location ?,"SELECT Location, COUNT(*) FROM shop GROUP BY Location",0.2866,phi3.5:3.8b,2025-12-06T15:13:26.278322
98,employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest .,"SELECT Shop.Manager_name, Shop.District FROM Shop JOIN employee ON Shop.Employee_ID = hiring.Manager_name WHERE Number_products = (SELECT MAX(Number_products) FROM Shop)",1.0493,phi3.5:3.8b,2025-12-06T15:13:27.329845
99,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products ?,"SELECT S.Manager_name, S.District FROM shop AS S JOIN evaluation ON S.Shop_ID = EV.Employee_ID WHERE Number_products = (SELECT MAX(Number_products) FROM shop)",0.896,phi3.5:3.8b,2025-12-06T15:13:28.227665
100,employee_hire_evaluation,find the minimum and maximum number of products of all stores .,"SELECT MIN(Number_products), MAX(Number_products) FROM shop",0.5442,phi3.5:3.8b,2025-12-06T15:13:28.773955
101,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops ?,"SELECT MIN(Number_products), MAX(Number_products) FROM shop",0.5269,phi3.5:3.8b,2025-12-06T15:13:29.301874
102,employee_hire_evaluation,"Return the name , location and district of all shops in descending order of number of products .","SELECT shop.Name, shop.Location, shop.District FROM shop ORDER BY shop.Number_products DESC",0.6553,phi3.5:3.8b,2025-12-06T15:13:29.958818
103,employee_hire_evaluation,"Sort all the shops by number products in descending order , and return the name , location and district of each shop .","SELECT Shop.Name, Shop.Location, Shop.District FROM Shop ORDER BY Shop.Number_products DESC",0.7224,phi3.5:3.8b,2025-12-06T15:13:30.682934
104,employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products .,SELECT Shop.Name FROM shop AS T1 JOIN employee ON hiring.Shop_ID = shop.Shop_ID AND Is_full_time = TRUE GROUP BY Shop.Name HAVING COUNT(Number_products) > (SELECT AVG(Number_products) FROM shop),1.2753,phi3.5:3.8b,2025-12-06T15:13:31.960201
105,employee_hire_evaluation,Which shops ' number products is above the average ? Give me the shop names .,SELECT Shop.Name FROM Shop JOIN evaluation ON Shop.Shop_ID = hiring.Shop_ID WHERE Number_products > (SELECT AVG(Number_products) FROM shop),0.94,phi3.5:3.8b,2025-12-06T15:13:32.901706
106,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation .,SELECT Name FROM employee WHERE Employee_ID IN (SELECT Employee_ID FROM evaluation GROUP BY Employee_ID ORDER BY COUNT(*) DESC LIMIT 1),0.7344,phi3.5:3.8b,2025-12-06T15:13:33.637162
107,employee_hire_evaluation,Which employee received the most awards in evaluations ? Give me the employee name .,SELECT Name FROM employee AS E JOIN evaluation AS V ON E.Employee_ID = V.Employee_ID GROUP BY E.Name ORDER BY COUNT(*) DESC LIMIT 1,0.7287,phi3.5:3.8b,2025-12-06T15:13:34.368381
108,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus .,SELECT Name FROM evaluation ORDER BY Bonus DESC LIMIT 1,0.333,phi3.5:3.8b,2025-12-06T15:13:34.703559
109,employee_hire_evaluation,Which employee received the biggest bonus ? Give me the employee name .,SELECT Name FROM employee AS E JOIN evaluation AS V ON E.Employee_ID = V.Employee_ID ORDER BY Bonus DESC LIMIT 1,0.7469,phi3.5:3.8b,2025-12-06T15:13:35.451465
110,employee_hire_evaluation,Find the names of employees who never won any award in the evaluation .,SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT DISTINCT Employee_ID FROM evaluation),0.4674,phi3.5:3.8b,2025-12-06T15:13:35.920859
111,employee_hire_evaluation,What are the names of the employees who never received any evaluation ?,SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT DISTINCT Employee_ID FROM hiring),0.487,phi3.5:3.8b,2025-12-06T15:13:36.411084
112,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees ?,SELECT Name FROM shop ORDER BY Number_products DESC LIMIT 1,0.4759,phi3.5:3.8b,2025-12-06T15:13:36.889142
